class,av_flat,min_ceiling_h,parking_ratio,infr_access,lift_ratio
Комфорт,44.21705426356589,2.82,0.3410852713178294,3,47.085
Комфорт,45.11904761904762,2.82,0.4047619047619047,3,61.31999999999999
Комфорт,43.69298245614035,2.82,0.3070175438596491,3,48.9
Комфорт,45.080357142857146,2.82,0.3035714285714285,3,47.10588235294118
Комфорт,48.677215189873415,2.82,0.4367088607594936,3,67.77368421052631
Комфорт,43.33544303797469,2.82,0.4367088607594936,3,57.67
Комфорт,47.493506493506494,2.82,0.341991341991342,3,66.0578947368421
Комфорт,41.091503267973856,2.82,0.2647058823529412,2,65.62894736842105
Комфорт,45.3399209486166,2.82,0.3241106719367589,3,46.1725
Комфорт,43.64680851063829,2.82,0.3404255319148936,3,100.0052174388112
Комфорт,48.35384615384616,2.82,0.3923076923076923,3,47.45
Комфорт,46.791304347826085,2.82,0.2869565217391304,3,59.19473684210526
Комфорт,46.495049504950494,2.82,0.3003300330033003,2,86.64736842105263
Комфорт,45.204081632653065,2.82,0.5510204081632653,2,35.77
Комфорт,40.57142857142857,2.82,0.3655462184873949,2,68.05964912280702
Комфорт,42.294701986754966,2.82,0.2980132450331126,3,64.77105263157895
Комфорт,43.6,2.82,0.3357142857142857,3,51.1
Комфорт,44.40127388535032,2.82,0.4585987261146497,2,57.305
Комфорт,43.833333333333336,2.82,0.2719298245614035,2,65.2
Комфорт,46.68478260869565,2.82,0.4782608695652174,3,38.694117647058825
Комфорт,45.59090909090909,2.82,0.4261363636363636,3,50.32982456140351
Комфорт,44.32222222222222,2.82,0.2518518518518518,2,56.77941176470589
Комфорт,45.22433460076046,2.82,0.2889733840304182,3,56.406578947368416
Комфорт,44.443768996960486,2.8,0.3981762917933131,8,23.715416666666663
Типовой,42.08163265306123,2.7,0.8775510204081632,5,42.385
Типовой,48.08461538461538,2.7,0.6615384615384615,5,56.225
Типовой,42.1530612244898,2.7,0.8775510204081632,5,42.385
Комфорт,42.169724770642205,2.6,0.481651376146789,7,82.24545454545455
Комфорт,41.85470085470085,2.58,0.2735042735042735,9,47.97
Бизнес,112.13097709377237,3.0,2.234464475079533,1,0.0
Бизнес,112.13097709377237,3.0,2.234464475079533,1,0.0
Бизнес,112.13097709377237,3.0,2.234464475079533,1,0.0
Бизнес,112.13097709377237,3.0,2.234464475079533,1,0.0
Бизнес,112.13097709377237,3.0,2.234464475079533,1,0.0
Бизнес,112.13097709377237,3.0,2.234464475079533,1,0.0
Бизнес,112.13097709377237,3.0,2.234464475079533,1,0.0
Комфорт,30.25730180806676,2.64,1.004172461752434,6,80.1685
Комфорт,47.477777777777774,2.7,0.7111111111111111,5,0.0
Комфорт,47.596774193548384,2.7,0.0,6,45.26
Комфорт,55.11320754716981,2.7,0.0,6,77.38
Комфорт,47.59139784946237,2.7,0.1612903225806451,6,45.26
Комфорт,39.84507042253521,2.7,0.1690140845070422,6,51.830000000000005
Комфорт,39.84507042253521,2.7,0.0,6,51.83
Комфорт,39.84507042253521,2.7,0.0,6,51.83
Комфорт,37.1864406779661,2.9,2.1426028790486624,6,0.0
Комфорт,42.73529411764706,2.7,2.1426028790486624,6,45.05
Комфорт,42.83116883116883,2.7,2.1426028790486624,6,53.9
Комфорт,64.58333333333333,2.7,2.1426028790486624,6,0.0
Типовой,48.9,2.7,0.53,6,63.088235294117645
Типовой,48.822784810126585,2.7,0.5284810126582279,6,66.45294117647059
Типовой,46.91525423728814,2.72,0.559322033898305,4,11.0625
Типовой,51.08620689655172,2.72,0.2844827586206896,4,10.875
Типовой,51.03508771929825,2.72,0.2894736842105263,4,10.6875
Типовой,50.16216216216216,2.72,0.8918918918918919,4,13.875
Комфорт,49.1,2.7,0.4,9,0.0
Комфорт,48.20661157024794,2.72,2.1426028790486624,7,41.52210526315789
Комфорт,48.01801801801802,2.72,1.9684684684684688,7,37.34823529411765
Комфорт,48.1875,2.72,2.1426028790486624,7,17.52
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,48.91111111111111,2.72,2.1426028790486624,7,38.60526315789473
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,46.651090342679126,2.72,2.1426028790486624,7,27.538421052631577
Комфорт,56.66386554621849,2.72,2.1426028790486624,7,34.02982456140351
Комфорт,49.58233890214797,2.72,2.1426028790486624,7,51.35112781954887
Комфорт,42.55555555555556,2.72,2.1426028790486624,7,26.28
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,48.30810810810811,2.72,2.1426028790486624,7,100.0052174388112
Комфорт,48.86222222222222,2.72,2.1426028790486624,7,38.60526315789473
Комфорт,56.66386554621849,2.72,2.1426028790486624,7,34.02982456140351
Комфорт,42.55555555555556,2.72,2.1426028790486624,7,26.28
Комфорт,56.72380952380952,2.72,2.1426028790486624,7,29.441176470588232
Комфорт,48.01801801801802,2.72,1.9684684684684688,7,37.34823529411765
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,56.66386554621849,2.72,2.1426028790486624,7,34.02982456140351
Комфорт,48.1875,2.72,2.1426028790486624,7,17.52
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,53.4375,2.72,2.1426028790486624,7,58.4
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,48.78546712802768,2.72,2.1426028790486624,7,41.3219298245614
Комфорт,53.64516129032258,2.72,2.1426028790486624,7,37.23263157894737
Комфорт,51.50460829493088,2.72,2.1426028790486624,7,37.23263157894737
Комфорт,56.57142857142857,2.72,2.1426028790486624,7,34.02982456140351
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,56.72380952380952,2.72,2.1426028790486624,7,29.441176470588232
Комфорт,48.1875,2.72,2.1426028790486624,7,17.52
Комфорт,56.72916666666666,2.72,2.1426028790486624,7,17.52
Комфорт,48.86222222222222,2.72,2.1426028790486624,7,38.60526315789473
Комфорт,52.46233766233766,2.72,2.1426028790486624,7,41.28618421052632
Типовой,48.20661157024794,2.72,1.9416666666666669,7,41.52210526315789
Комфорт,48.82006920415225,2.72,2.1426028790486624,7,41.3219298245614
Комфорт,48.23202614379085,2.72,2.1426028790486624,7,37.50225563909775
Бизнес,57.31818181818182,3.0,1.5303030303030305,7,4.5375
Бизнес,54.81188118811881,3.0,0.7079207920792079,7,14.14
Бизнес,64.27777777777777,3.0,1.7962962962962965,7,5.5285714285714285
Бизнес,60.06382978723404,3.0,2.021276595744681,7,4.308333333333333
Комфорт,44.86853448275862,2.85,0.4827586206896552,7,19.903157894736843
Комфорт,44.87441860465116,2.85,0.4953488372093023,7,18.08529411764706
Типовой,51.42446043165467,2.5,0.2517985611510791,5,34.96060606060606
Типовой,46.13025210084034,2.5,0.4621848739495798,5,44.89545454545454
Типовой,60.86324786324786,2.5,0.2991452991452991,5,29.42727272727273
Комфорт,61.4375,2.7,0.640625,10,23.36
Комфорт,57.94047619047619,2.62,2.107142857142857,6,13.9125
Комфорт,48.9873417721519,2.62,1.7721518987341771,6,14.4175
Комфорт,41.8411214953271,2.62,1.6542056074766356,6,39.055
Комфорт,49.395833333333336,2.62,1.4583333333333333,6,14.742857142857142
Комфорт,41.822429906542055,2.62,1.308411214953271,6,19.5275
Комфорт,63.755102040816325,2.9499999999999993,0.9693877551020408,1,34.3
Комфорт,65.1747572815534,2.9499999999999993,0.8155339805825242,6,36.05
Комфорт,60.98412698412698,2.9499999999999993,0.7777777777777778,6,44.1
Комфорт,65.74757281553399,2.9499999999999993,0.8252427184466019,6,36.05
Комфорт,65.6504854368932,2.9499999999999993,0.8155339805825242,6,36.05
Комфорт,60.98412698412698,2.9499999999999993,0.7619047619047619,5,44.1
Комфорт,64.48181818181818,2.9499999999999993,0.8,6,38.5
Бизнес,65.42767295597484,2.9,0.9371069182389936,8,69.74318181818182
Комфорт,60.49224806201551,2.72,0.0813953488372093,6,32.71071428571428
Комфорт,63.79666666666667,2.7,0.09,5,46.02941176470589
Комфорт,61.55154639175258,2.72,0.0876288659793814,5,43.04375
Бизнес,56.201630837657525,2.85,0.3172720533728688,8,66.74
Бизнес,60.18537200504414,2.87,0.2837326607818411,8,57.41956521739131
Типовой,75.92500494731114,2.7,0.0,1,0.0
Типовой,46.76704545454545,2.7,1.9416666666666669,7,21.41333333333333
Типовой,50.225,2.7,0.0,3,46.5
Типовой,40.8046875,2.8,0.2265625,9,54.4
Типовой,44.01704545454545,2.8,0.125,7,74.8
Типовой,45.91666666666666,2.8,0.2777777777777778,7,61.2
Типовой,44.01704545454545,2.8,0.3068181818181818,7,74.8
Типовой,40.8046875,2.8,0.15625,8,54.4
Типовой,44.01704545454545,2.8,0.3068181818181818,7,74.8
Типовой,40.671875,2.8,0.2265625,8,54.4
Типовой,37.43939393939394,2.65,0.1919191919191919,7,84.15
Бизнес,42.27567925778661,2.76,0.1696487740225314,9,46.0559375
Комфорт,64.1732283464567,2.85,1.5748031496062993,9,54.9275
Типовой,47.770833333333336,2.82,0.0416666666666666,7,39.36
Типовой,44.87037037037037,2.82,0.0555555555555555,7,40.74545454545454
Типовой,50.5,2.82,0.064516129032258,7,25.42
Типовой,47.58163265306123,2.82,0.0306122448979591,7,40.18
Комфорт,32.562982005141386,2.77,0.5912596401028277,2,15.282142857142857
Комфорт,29.781725888324875,2.77,0.0,2,18.058333333333334
Комфорт,29.479674796747968,2.77,0.0,2,16.9125
Комфорт,31.00751879699248,2.77,0.0,2,18.2875
Комфорт,29.705882352941178,2.77,0.0,2,17.141666666666666
Комфорт,30.115942028985508,2.77,0.0,2,18.975
Комфорт,31.14798206278027,2.77,0.0,2,17.521428571428572
Комфорт,63.72865853658536,2.72,0.4207317073170731,8,49.2
Комфорт,53.26923076923077,2.7,0.1923076923076923,1,0.0
Комфорт,45.04265402843602,2.7,0.6540284360189573,6,19.25375
Комфорт,60.37916666666667,2.7,0.975,8,42.6
Типовой,48.29050279329609,2.6,0.0726256983240223,7,77.4175
Комфорт,56.6,2.85,2.1426028790486624,6,0.0
Комфорт,34.21621621621622,2.76,0.4527027027027027,7,17.019999999999996
Комфорт,31.11753371868979,2.76,0.443159922928709,7,14.92125
Комфорт,30.91655450874832,2.76,0.4535666218034993,7,14.86
Комфорт,31.1436170212766,2.77,0.4113475177304964,8,16.215
Комфорт,31.154529307282417,2.77,0.4120781527531083,8,16.18625
Комфорт,31.663003663003664,2.77,0.3992673992673993,8,21.45
Комфорт,72.02777777777777,2.8,1.5277777777777777,3,26.28
Типовой,66.34722222222223,2.7,0.4166666666666667,7,27.163636363636364
Типовой,55.29577464788732,2.7,0.4225352112676056,7,26.78636363636364
Комфорт,59.77947598253275,2.8,0.5720524017467249,9,39.91142857142857
Комфорт,49.73318872017354,2.8,0.3362255965292842,8,40.17285714285714
Бизнес,66.35810810810811,2.7,0.5540540540540541,5,13.566666666666665
Типовой,40.51056338028169,2.7,0.3697183098591549,6,81.88666666666667
Типовой,54.4973544973545,2.7,0.5079365079365079,6,81.7425
Типовой,51.82575757575758,2.7,1.4545454545454546,7,78.86153846153846
Типовой,40.13061224489796,2.7,0.4122448979591837,7,70.64166666666667
Комфорт,79.92490172955976,2.9499999999999993,2.0,1,0.0
Комфорт,53.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,53.0,2.9499999999999993,2.0,1,0.0
Комфорт,79.92490172955976,2.9499999999999993,2.0,9,0.0
Комфорт,79.92490172955976,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,53.0,2.9499999999999993,2.0,1,0.0
Комфорт,79.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,79.92490172955976,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,79.92490172955976,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,79.92490172955976,2.9499999999999993,2.0,1,0.0
Комфорт,79.92490172955976,2.9499999999999993,2.0,1,0.0
Комфорт,53.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,79.92490172955976,2.9499999999999993,2.0,1,0.0
Комфорт,79.92490172955976,2.9499999999999993,2.0,1,0.0
Комфорт,53.0,2.9499999999999993,2.0,1,0.0
Комфорт,53.0,2.9499999999999993,2.0,1,0.0
Комфорт,68.0,2.9499999999999993,2.0,1,0.0
Комфорт,46.56587030716724,2.85,0.2996587030716723,8,74.08810068649886
Комфорт,47.20848056537103,2.85,0.6395759717314488,8,85.55057471264367
Комфорт,49.00303951367781,2.68,0.5547112462006079,8,45.1608695652174
Комфорт,39.29608938547486,2.5500000000000007,0.106145251396648,8,50.71666666666667
Комфорт,32.20183486238532,2.72,2.1426028790486624,1,20.4375
Комфорт,30.567307692307693,2.72,2.1426028790486624,1,19.5
Комфорт,31.110091743119263,2.72,2.1426028790486624,1,20.4375
Комфорт,30.682692307692307,2.72,2.1426028790486624,1,19.5
Комфорт,32.1605504587156,2.72,2.1426028790486624,1,20.4375
Комфорт,31.054878048780488,2.72,2.1426028790486624,1,20.5
Комфорт,30.83495145631068,2.72,2.1426028790486624,1,19.3125
Комфорт,32.092592592592595,2.72,2.1426028790486624,1,20.25
Комфорт,30.70673076923077,2.72,2.1426028790486624,1,19.5
Комфорт,31.603658536585368,2.72,2.1426028790486624,1,20.5
Типовой,40.232686980609415,2.62,0.074792243767313,9,76.7125
Комфорт,47.24691358024691,2.6,1.2592592592592593,8,61.11818181818182
Комфорт,40.34375,2.72,0.3779761904761904,7,75.27692307692308
Комфорт,65.5625,2.7,2.1426028790486624,3,27.2
Комфорт,42.577777777777776,2.7,1.7333333333333334,3,63.75
Комфорт,44.175,2.7,2.1426028790486624,3,48.42857142857143
Комфорт,65.5657894736842,2.7,2.1426028790486624,3,33.114285714285714
Комфорт,42.578125,2.7,2.084375,3,68.0
Комфорт,44.175438596491226,2.7,1.5491228070175438,3,82.78571428571429
Комфорт,42.578125,2.7,2.084375,3,68.0
Комфорт,65.5701754385965,2.7,2.1426028790486624,3,33.114285714285714
Комфорт,44.175,2.7,2.1426028790486624,3,48.42857142857143
Комфорт,41.67058823529412,2.84,0.2705882352941176,7,31.024999999999995
Комфорт,40.72049689440994,2.84,0.2732919254658385,6,29.3825
Комфорт,42.82627118644068,2.84,1.9533898305084745,6,57.42666666666667
Комфорт,42.25196850393701,2.84,0.2677165354330709,6,26.70735294117647
Комфорт,42.73489932885906,2.84,1.5973154362416109,6,54.385
Комфорт,45.344086021505376,2.6,0.3064516129032258,4,26.04
Комфорт,45.06168831168832,2.6,0.185064935064935,4,26.95
Типовой,53.66666666666666,2.7,0.7142857142857143,2,0.0
Бизнес,70.72727272727273,2.85,1.818181818181818,5,0.0
Бизнес,64.3913043478261,2.85,1.0869565217391304,5,0.0
Бизнес,70.72727272727273,2.85,1.818181818181818,5,0.0
Бизнес,66.6842105263158,2.85,1.0526315789473684,5,0.0
Бизнес,66.6842105263158,2.85,1.0526315789473684,5,0.0
Бизнес,70.72727272727273,2.85,1.818181818181818,5,0.0
Бизнес,66.6842105263158,2.85,1.0526315789473684,5,0.0
Бизнес,66.6842105263158,2.85,1.0526315789473684,5,0.0
Комфорт,38.296992481203006,2.74,2.1109022556390977,8,39.54533333333333
Комфорт,43.06666666666667,2.5500000000000007,2.1426028790486624,8,40.14
Типовой,38.73652694610779,2.69,0.8562874251497006,7,21.00151515151515
Комфорт,38.73652694610779,2.69,0.8562874251497006,7,21.00151515151515
Комфорт,37.942934782608695,2.75,0.7119565217391305,7,48.5948717948718
Комфорт,40.283687943262414,2.75,0.1914893617021276,7,55.857692307692304
Комфорт,40.283687943262414,2.75,0.1914893617021276,7,55.857692307692304
Комфорт,37.81818181818182,2.69,0.9155844155844156,8,30.503846153846155
Комфорт,61.575,2.7,1.2125,2,0.0
Комфорт,58.302083333333336,2.7,0.8125,2,0.0
Комфорт,58.22784810126582,2.7,0.3417721518987341,3,0.0
Комфорт,61.38383838383838,2.7,0.1515151515151515,2,0.0
Комфорт,75.0,2.7,0.46875,2,0.0
Комфорт,74.34177215189874,2.7,0.7468354430379747,2,0.0
Комфорт,77.29824561403508,2.7,0.3333333333333333,2,0.0
Комфорт,74.1919191919192,2.7,0.3333333333333333,2,0.0
Комфорт,77.29824561403508,2.7,0.1578947368421052,2,0.0
Комфорт,74.34177215189874,2.7,0.5316455696202531,2,0.0
Типовой,49.83150183150183,2.77,0.3516483516483517,8,61.1625
Типовой,50.47953216374269,2.77,0.3859649122807017,8,61.29692307692308
Типовой,44.43764172335601,2.77,0.3492063492063492,8,65.86730769230769
Типовой,53.388888888888886,2.77,0.3492063492063492,8,33.9
Типовой,59.785714285714285,2.75,0.1428571428571428,9,9.275
Типовой,60.869565217391305,2.75,1.8043478260869563,9,9.111538461538462
Типовой,66.94444444444444,2.75,0.0555555555555555,9,13.14
Типовой,73.24444444444444,2.75,0.1555555555555555,9,9.463235294117649
Комфорт,45.20779220779221,2.9499999999999993,0.8571428571428571,2,28.105
Комфорт,46.74603174603175,2.72,2.1426028790486624,5,52.99411764705882
Комфорт,46.840425531914896,2.72,2.1426028790486624,5,37.238461538461536
Комфорт,46.7,2.72,2.1426028790486624,6,64.875
Комфорт,46.74603174603175,2.72,2.1426028790486624,5,52.99411764705882
Комфорт,46.840425531914896,2.72,2.1426028790486624,5,37.238461538461536
Комфорт,46.7,2.72,2.1426028790486624,6,64.875
Комфорт,46.7,2.72,2.1426028790486624,5,64.875
Комфорт,46.74603174603175,2.72,2.1426028790486624,5,52.99411764705882
Комфорт,46.7,2.72,2.1426028790486624,6,64.875
Комфорт,46.840425531914896,2.72,2.1426028790486624,5,37.238461538461536
Типовой,39.02727272727272,2.7,0.6090909090909091,2,38.5
Типовой,39.02727272727272,2.7,1.009090909090909,2,38.5
Типовой,42.29473684210527,2.7,1.168421052631579,2,33.25
Типовой,66.70833333333333,2.7,0.9583333333333334,2,0.0
Комфорт,51.375,2.9499999999999993,0.0,9,16.8
Комфорт,41.73275862068966,2.6,0.521551724137931,8,87.52727272727273
Комфорт,48.38671875,2.73,0.28515625,9,27.45263157894737
Комфорт,55.73611111111112,2.9499999999999993,0.287037037037037,9,33.480000000000004
Комфорт,52.56595744680851,2.77,0.2872340425531915,9,44.80116959064328
Комфорт,43.03505535055351,2.77,0.2859778597785978,9,40.08541666666667
Комфорт,47.54545454545455,2.9499999999999993,0.2848484848484848,9,28.310526315789478
Комфорт,48.504629629629626,2.73,0.287037037037037,9,26.47218045112782
Комфорт,63.14598540145985,2.65,1.2481751824817515,8,20.674545454545456
Комфорт,79.92490172955976,2.92,2.1426028790486624,6,0.0
Комфорт,44.68737060041408,2.56,0.0,4,26.92725
Комфорт,32.46992481203007,2.56,0.0,4,28.975
Комфорт,32.46992481203007,2.56,0.0,4,28.975
Комфорт,32.37356321839081,2.5500000000000007,0.0,6,25.59565217391304
Комфорт,32.19814241486068,2.56,0.0495356037151702,4,48.24294871794872
Комфорт,32.410714285714285,2.5500000000000007,0.0,6,15.516666666666666
Комфорт,33.766917293233085,2.56,0.0,4,28.975
Комфорт,33.43825301204819,2.56,0.0,4,42.50329670329671
Комфорт,28.783715012722645,2.5500000000000007,0.0,5,43.35815217391304
Комфорт,26.736185383244205,2.56,0.053475935828877,4,62.5515
Комфорт,32.395833333333336,2.5500000000000007,0.0,5,20.76
Комфорт,29.831818181818186,2.5500000000000007,0.0,4,32.166666666666664
Комфорт,32.33647798742138,2.56,0.0,4,47.276
Комфорт,32.398148148148145,2.5500000000000007,0.0,5,62.28
Комфорт,37.415,2.5500000000000007,0.0,4,29.24242424242424
Комфорт,43.201388888888886,2.56,0.0,5,21.50769230769231
Комфорт,50.15897435897436,2.5500000000000007,0.0923076923076923,7,20.26171875
Комфорт,32.19130434782609,2.72,0.0507246376811594,8,100.0052174388112
Комфорт,33.705705705705704,2.72,0.1876876876876876,8,99.9
Типовой,43.93103448275862,2.7,1.9416666666666669,2,0.0
Комфорт,56.704301075268816,2.9499999999999993,0.6559139784946236,7,17.543181818181818
Комфорт,61.00358422939068,2.65,1.8387096774193548,9,55.56153846153846
Комфорт,61.81701444622793,2.72,1.7078651685393258,9,55.83038461538462
Элитный,211.76742088491682,3.1,0.0,9,1.1
Типовой,39.724489795918366,2.7,0.6836734693877551,6,40.18
Типовой,42.80844155844156,2.7,0.827922077922078,6,63.14
Комфорт,49.09893992932862,2.9499999999999993,0.8056537102473498,8,41.318
Комфорт,78.63888888888889,2.85,2.1426028790486624,3,19.8
Типовой,32.58095238095238,2.8,0.0,5,69.5625
Типовой,28.114285714285717,2.8,0.0,5,76.65
Типовой,40.69047619047619,2.96,0.0,5,61.31999999999999
Типовой,40.69047619047619,2.96,0.0,5,61.31999999999999
