class,av_flat,min_ceiling_h,parking_ratio,infr_access,lift_ratio
Типовой,46.0,2.7,0.5769230769230769,8,0.0
Типовой,45.86842105263158,2.7,0.3947368421052631,9,0.0
Типовой,45.73684210526316,2.7,0.3552631578947368,9,0.0
Комфорт,49.78787878787879,2.87,1.9090909090909087,5,36.135
Комфорт,49.78787878787879,2.87,1.9090909090909087,5,36.135
Комфорт,49.78787878787879,2.87,1.9090909090909087,5,36.135
Бизнес,59.05555555555556,3.1,0.0,10,7.95
Бизнес,67.37278106508876,3.0,0.0,10,23.69313725490196
Комфорт,79.92490172955976,2.85,0.875,1,0.0
Комфорт,41.115606936416185,2.6,0.1502890173410404,9,73.525
Типовой,37.185064935064936,2.82,0.2305194805194805,8,91.57866666666666
Типовой,37.20143884892087,2.7,0.1438848920863309,5,19.1125
Комфорт,61.47058823529412,2.7,0.3903743315508021,8,26.18
Комфорт,62.08064516129032,2.7,0.1129032258064516,8,24.8
Комфорт,62.20710059171598,2.7,0.1124260355029585,8,29.575
Комфорт,61.51063829787234,2.7,0.1134751773049645,8,24.675
Типовой,48.78770949720671,2.62,0.776536312849162,8,38.39078947368421
Элитный,147.28484848484848,3.55,1.6545454545454543,9,14.025
Комфорт,44.2231884057971,2.5500000000000007,0.1826086956521739,6,72.55147058823529
Комфорт,41.82424242424243,2.75,0.109090909090909,9,28.05
Комфорт,52.3125,2.7,0.28125,8,38.03076923076923
Комфорт,52.04597701149425,2.7,0.4137931034482758,8,34.465384615384615
Комфорт,66.44791666666667,2.7,0.28125,8,38.03076923076923
Комфорт,52.3125,2.7,0.1770833333333333,8,38.03076923076923
Комфорт,52.81609195402299,2.7,0.1839080459770115,8,34.465384615384615
Комфорт,52.3125,2.7,0.28125,8,38.03076923076923
Комфорт,55.98214285714285,2.7,0.3571428571428571,8,47.10588235294118
Комфорт,55.98214285714285,2.7,0.3571428571428571,8,47.10588235294118
Комфорт,58.00892857142857,2.7,0.2678571428571428,8,47.10588235294118
Комфорт,52.04597701149425,2.7,0.4137931034482758,8,34.465384615384615
Комфорт,43.92307692307692,2.7,0.7692307692307693,2,28.6
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,4,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,79.92490172955976,2.94,2.0,3,0.0
Комфорт,47.05357142857143,2.76,0.3607142857142857,8,58.88235294117647
Комфорт,43.63976945244957,2.76,0.3515850144092219,8,72.97205882352941
Типовой,50.151898734177216,2.74,0.050632911392405,9,55.3
Комфорт,39.46167883211679,2.74,0.1405109489051094,8,80.61159420289856
Типовой,67.0,2.6,1.9416666666666669,1,0.0
Комфорт,33.31864406779661,2.7,0.1186440677966101,6,100.0052174388112
Типовой,48.703125,2.7,0.0859375,3,44.8
Комфорт,49.70469798657718,2.84,0.1588366890380313,7,31.6625
Типовой,59.898989898989896,2.7,0.4646464646464646,7,24.09
Комфорт,51.27642276422764,2.68,0.959349593495935,8,25.215
Типовой,57.46875,2.75,1.59375,9,0.0
Типовой,59.44444444444444,2.75,1.7407407407407407,9,0.0
Типовой,57.46875,2.75,1.59375,9,0.0
Комфорт,40.92446043165467,2.75,0.8489208633093526,7,82.65866666666666
Комфорт,48.2933025404157,2.7,0.9376443418013856,6,48.50432692307693
Комфорт,56.3,2.7,0.25,4,11.77777777777778
Комфорт,60.5026455026455,2.7,0.365079365079365,4,10.434375
Комфорт,61.05263157894737,2.7,0.2526315789473684,4,6.993055555555555
Типовой,52.70769230769231,2.7,0.2512820512820513,4,14.354166666666666
Комфорт,42.65833333333333,2.9,0.4375,2,33.64705882352941
Комфорт,35.10858585858586,2.92,0.7247474747474747,2,42.46578947368421
Комфорт,34.324175824175825,2.9,0.4505494505494505,2,49.74666666666667
Комфорт,42.52,2.9,0.5466666666666666,2,31.544117647058822
Комфорт,42.60648148148148,2.9,0.4814814814814814,2,30.6
Комфорт,57.01648351648352,2.7,0.9175824175824177,8,51.56666666666666
Типовой,51.92307692307692,2.8,0.7692307692307693,6,10.765625
Типовой,38.38461538461539,2.5,0.1346153846153846,7,89.22105263157894
Типовой,39.54005934718101,2.56,0.0623145400593471,2,35.80625
Бизнес,74.67532467532467,2.96,0.3636363636363636,10,19.366666666666664
Комфорт,56.98333333333333,2.7,1.4583333333333333,8,16.142857142857142
Комфорт,79.92490172955976,2.9499999999999993,0.0,5,0.0
Комфорт,46.33522727272727,2.74,0.0085227272727272,4,51.12380952380952
Типовой,41.91776315789474,2.62,0.0427631578947368,8,64.6
Типовой,37.33653846153846,2.62,0.0384615384615384,8,88.4
Типовой,68.5229357798165,2.7,0.8440366972477065,3,0.0
Комфорт,51.22159090909091,2.7,0.9147727272727272,9,74.0235294117647
Комфорт,51.22159090909091,2.7,0.9147727272727272,9,74.0235294117647
Комфорт,41.66666666666666,2.7,2.1426028790486624,9,11.25
Комфорт,45.78125,2.89,0.7109375,7,53.2
Комфорт,25.48275862068965,2.69,0.6379310344827587,8,0.0
Комфорт,30.27083333333333,2.7,1.1015625,6,37.2
Комфорт,30.291666666666668,2.7,1.1015625,6,37.2
Комфорт,30.25520833333333,2.7,2.1426028790486624,6,37.2
Комфорт,48.82857142857143,2.9,0.4857142857142857,7,44.625
Комфорт,53.16666666666666,2.9499999999999993,0.1818181818181818,2,12.375
Комфорт,41.01923076923077,2.9499999999999993,0.173076923076923,2,9.75
Комфорт,53.16666666666666,2.9499999999999993,0.1818181818181818,2,12.375
Комфорт,55.72631578947368,2.8,0.2578947368421053,9,42.56730769230769
Бизнес,70.38095238095238,2.9,0.4965986394557823,8,6.086718749999999
Комфорт,50.21743697478992,2.8,0.5346638655462185,8,34.31166666666667
Комфорт,59.42408376963351,2.7,0.7329842931937173,10,33.425
Комфорт,57.54819277108434,2.7,0.6325301204819277,8,38.73333333333333
Типовой,44.09722222222222,2.96,0.0758547008547008,5,38.376
Типовой,47.73951048951049,2.96,0.1258741258741259,5,39.086666666666666
Типовой,49.83805668016194,2.96,0.180161943319838,6,67.51333333333334
Типовой,45.51111111111111,2.96,0.3555555555555555,5,16.977272727272727
Типовой,44.64835164835165,2.96,0.3516483516483517,6,74.62
Комфорт,43.8041237113402,2.7,0.7731958762886598,9,70.81
Типовой,43.42,2.5,0.64,2,77.5
Типовой,37.75661375661376,2.5,0.4338624338624338,2,123.78125000000001
Комфорт,33.11764705882353,2.74,0.181985294117647,1,46.24
Типовой,56.586715867158674,2.52,0.2214022140221402,1,28.79375
Комфорт,39.09602649006622,2.74,0.3278145695364238,1,42.78333333333333
Комфорт,41.79753086419753,2.74,0.2444444444444444,1,43.03125
Комфорт,43.98425196850393,2.72,0.1338582677165354,7,16.77051282051282
Комфорт,41.167597765363126,2.72,0.0949720670391061,7,38.996428571428574
Комфорт,43.98425196850393,2.72,0.1417322834645669,7,16.77051282051282
Комфорт,52.68421052631579,2.72,0.1184210526315789,7,33.114285714285714
Комфорт,57.18518518518518,2.8,0.8666666666666667,8,60.49038461538461
Комфорт,56.81188118811881,2.7,0.4678217821782178,4,38.15555555555555
Комфорт,48.630872483221474,2.8,0.680089485458613,7,78.90521739130435
Комфорт,54.93719806763285,2.74,0.6908212560386473,7,92.322
Комфорт,54.93719806763285,2.7,0.6908212560386473,7,92.322
Комфорт,48.630872483221474,2.8,0.680089485458613,7,49.31576086956522
Комфорт,31.22488038277512,2.5500000000000007,0.0478468899521531,1,29.300980392156863
Комфорт,29.9281045751634,2.5500000000000007,0.065359477124183,1,19.7625
Комфорт,35.13793103448276,2.5500000000000007,0.0842911877394636,1,27.44338235294117
Комфорт,29.92283464566929,2.5500000000000007,0.0598425196850393,1,33.38419117647059
Комфорт,33.516666666666666,2.56,0.0277777777777777,1,25.235294117647054
Комфорт,34.23157894736842,2.5500000000000007,0.0894736842105263,1,26.637254901960784
Комфорт,33.572446555819475,2.5500000000000007,0.0237529691211401,1,25.295378151260504
Комфорт,79.92490172955976,2.79,2.1426028790486624,1,0.0
Комфорт,79.92490172955976,2.79,2.1426028790486624,1,0.0
Комфорт,79.92490172955976,2.79,2.1426028790486624,1,0.0
Комфорт,79.92490172955976,2.79,2.1426028790486624,1,0.0
Комфорт,79.92490172955976,2.79,2.1426028790486624,1,0.0
Комфорт,57.466187050359714,2.6,0.3856115107913669,8,35.4520202020202
Бизнес,112.13097709377237,2.8,0.0,1,0.0
Бизнес,112.13097709377237,2.8,0.0,1,0.0
Бизнес,112.13097709377237,2.8,0.0,1,0.0
Бизнес,112.13097709377237,2.8,0.0,1,0.0
Бизнес,112.13097709377237,2.8,0.0,1,0.0
Комфорт,40.016260162601625,2.73,0.5300813008130081,8,29.311403508771928
Комфорт,37.05175600739371,2.73,0.5711645101663586,8,38.67675438596491
Комфорт,32.182648401826484,2.5500000000000007,0.0228310502283105,6,48.322826086956525
Комфорт,32.182648401826484,2.5500000000000007,0.0228310502283105,5,48.322826086956525
Типовой,31.08514492753623,2.65,0.0760869565217391,2,123.66923076923077
Комфорт,57.50892857142857,2.7,0.5446428571428571,7,37.1
Типовой,75.92500494731114,2.7,1.9416666666666669,8,13.204545454545451
Комфорт,55.31292517006803,2.56,0.4421768707482993,9,62.475
Комфорт,55.224489795918366,2.56,0.4897959183673469,8,62.475
Комфорт,42.92422502870264,2.72,0.3295063145809414,9,99.96704545454546
Комфорт,42.4265873015873,2.7,0.3154761904761904,8,68.88
Комфорт,64.03846153846153,2.5500000000000007,0.5,8,29.42727272727273
Комфорт,58.64102564102564,2.5500000000000007,0.5,8,29.42727272727273
Комфорт,48.49438202247191,2.5500000000000007,0.5056179775280899,8,33.57727272727273
Комфорт,44.63235294117647,2.5500000000000007,0.5,8,51.30909090909091
Типовой,62.46268656716418,2.7,1.164179104477612,8,13.519642857142856
Типовой,75.92500494731114,2.7,0.0,7,0.0
Типовой,75.92500494731114,2.7,0.0,7,0.0
Комфорт,57.16666666666666,2.72,0.5,8,26.49705882352941
Комфорт,62.22222222222222,2.72,0.7666666666666667,8,25.5
Типовой,66.70833333333333,2.7,0.125,3,0.0
Комфорт,43.42424242424242,2.66,0.0,5,27.06
Комфорт,44.86046511627907,2.74,1.9593023255813955,8,51.37948717948718
Комфорт,44.31677018633541,2.74,2.093167701863354,8,48.09358974358975
Комфорт,51.56375838926174,2.74,2.1426028790486624,8,44.50897435897436
Комфорт,58.130434782608695,2.68,2.1426028790486624,7,57.35625
Комфорт,56.72463768115942,2.68,0.9492753623188406,7,57.35625
Комфорт,56.88135593220339,2.68,1.1101694915254237,7,47.62142857142857
Комфорт,63.72881355932204,2.68,2.1426028790486624,7,41.3
Типовой,46.870466321243526,2.75,1.155440414507772,5,84.09285714285714
Типовой,44.63172043010753,2.75,0.2258064516129032,5,81.04285714285714
Типовой,46.85714285714285,2.75,0.4438775510204081,5,85.4
Типовой,43.69883040935672,2.75,0.2690058479532163,5,71.92058823529412
Комфорт,38.24131274131274,2.7,0.3571428571428571,7,55.0375
Бизнес,37.99367088607595,2.87,0.2373417721518987,8,71.1
Бизнес,53.17511520737328,2.87,0.2396313364055299,8,65.10000000000001
Бизнес,43.44285714285714,2.87,0.2392857142857143,8,83.72142857142858
Бизнес,37.79807692307692,2.87,0.2371794871794871,8,83.72142857142858
Типовой,44.23809523809524,2.65,1.4047619047619049,5,29.399999999999995
Типовой,45.13821138211382,2.65,1.4390243902439024,5,28.7
Комфорт,45.2996632996633,2.77,0.7205387205387206,3,27.225
Комфорт,44.348101265822784,2.77,0.7215189873417721,3,21.725
Комфорт,44.959537572254334,2.77,0.7167630057803468,3,23.7875
Комфорт,44.959537572254334,2.77,0.7167630057803468,3,23.7875
Комфорт,46.26351351351352,2.77,0.7162162162162162,3,27.13333333333333
Комфорт,43.18840579710145,2.7,0.4673913043478261,7,38.2375
Бизнес,54.21951219512195,3.02,0.5365853658536586,7,38.34140625
Типовой,51.97222222222222,2.75,1.3412698412698412,1,12.88
Типовой,39.10833333333333,2.64,0.1041666666666666,6,34.0
Типовой,39.27017543859649,2.64,0.1228070175438596,6,30.28125
Типовой,35.708333333333336,2.64,0.1520833333333333,6,40.8
Типовой,47.28365384615385,2.64,0.1033653846153846,6,29.46666666666667
Комфорт,40.78125,2.72,0.5625,1,12.0
Типовой,59.73809523809524,2.68,1.0,2,0.0
Типовой,47.73684210526316,2.7,0.4144736842105263,9,63.175
Комфорт,61.840425531914896,2.7,1.0957446808510638,10,39.95
Комфорт,54.66037735849056,2.7,1.0849056603773586,10,42.77857142857143
Комфорт,48.12820512820513,2.7,2.1426028790486624,3,21.45
Типовой,34.0,2.8,1.0,4,0.0
Комфорт,61.97959183673469,2.7,0.5918367346938775,8,19.411538461538463
Комфорт,47.02127659574468,2.7,0.9574468085106383,8,35.46363636363636
Комфорт,49.68421052631579,2.7,0.4210526315789473,8,30.67142857142857
Типовой,60.27956989247312,2.7,0.2580645161290322,8,20.5375
Типовой,74.05714285714286,2.96,0.4285714285714285,8,23.1875
Типовой,51.15492957746479,2.7,0.1267605633802817,8,47.0375
Типовой,51.15492957746479,2.7,0.0845070422535211,8,47.0375
Типовой,54.371428571428574,2.7,0.3571428571428571,8,23.1875
Типовой,51.16901408450704,2.7,0.0985915492957746,8,47.0375
Комфорт,57.6,2.7,2.0,3,0.0
Комфорт,36.77777777777778,2.72,0.4969135802469135,7,18.9
Типовой,64.0,2.6,0.45,6,0.0
Комфорт,53.083333333333336,2.77,0.4166666666666667,3,15.085714285714284
Комфорт,44.79847908745247,2.77,0.4144486692015209,3,20.66428571428571
Комфорт,48.322709163346616,2.77,0.4143426294820717,3,27.61
Комфорт,44.79847908745247,2.77,0.4144486692015209,3,20.66428571428571
Комфорт,48.322709163346616,2.77,0.4143426294820717,3,27.61
Комфорт,44.52459016393443,2.77,0.4180327868852459,3,26.84
Комфорт,44.52459016393443,2.77,0.4180327868852459,3,26.84
Комфорт,55.77887788778878,2.7,0.3201320132013201,8,22.523
Комфорт,54.425,2.5500000000000007,0.5,3,31.0
Типовой,40.89402173913044,2.67,0.0733695652173913,7,77.38823529411765
Типовой,51.1910569105691,2.5,0.3130081300813008,7,26.51688311688312
Комфорт,51.10313901345292,2.72,1.2197309417040358,5,21.032954545454544
Комфорт,43.6031746031746,2.7,0.8634920634920635,6,41.59615384615385
Комфорт,42.87878787878788,2.72,1.1774891774891776,5,16.863
Комфорт,45.160771704180064,2.74,1.1993569131832795,5,24.1025
Комфорт,41.16993464052288,2.7,0.8888888888888888,6,23.715
Комфорт,43.86940298507463,2.7,1.3022388059701493,6,32.60666666666666
Комфорт,41.57702349869452,2.7,0.9112271540469974,6,37.103125
Комфорт,47.37272727272728,2.74,1.612121212121212,5,15.984375
Типовой,51.75,2.7,1.128787878787879,8,30.8
Бизнес,65.61111111111111,2.7,0.6626984126984127,10,33.141176470588235
Бизнес,56.14942528735632,2.73,0.425287356321839,10,24.394117647058824
Комфорт,45.825910931174086,2.68,0.1781376518218623,7,41.99
Комфорт,48.40555555555556,2.5500000000000007,0.1666666666666666,8,54.0
Комфорт,47.759375,2.5500000000000007,0.165625,8,28.8
Комфорт,53.46111111111111,2.5500000000000007,0.1666666666666666,8,25.235294117647054
Комфорт,56.71544715447155,2.5500000000000007,0.1626016260162601,8,22.14
Комфорт,56.825,2.5500000000000007,0.1666666666666666,8,21.6
Комфорт,49.18888888888889,2.5500000000000007,0.1666666666666666,8,25.235294117647054
Комфорт,50.47191011235955,2.5500000000000007,0.1573033707865168,8,18.716176470588238
Комфорт,48.325,2.5500000000000007,0.1666666666666666,8,54.0
Комфорт,49.0625,2.5500000000000007,0.1666666666666666,8,25.92
Комфорт,56.68292682926829,2.5500000000000007,0.1626016260162601,8,22.14
Комфорт,49.18888888888889,2.5500000000000007,0.1666666666666666,8,25.235294117647054
Комфорт,42.34068627450981,2.5500000000000007,0.1666666666666666,8,61.2
Комфорт,56.78048780487805,2.5500000000000007,0.1626016260162601,8,22.14
Типовой,46.53968253968254,2.92,1.9416666666666669,7,41.7375
Типовой,49.03389830508475,2.92,1.9416666666666669,7,39.0875
Типовой,49.03389830508475,2.92,1.9416666666666669,7,39.0875
Типовой,46.903225806451616,2.92,1.9416666666666669,7,41.075
Типовой,46.3,2.92,1.9416666666666669,7,39.75
Типовой,46.53968253968254,2.92,1.9416666666666669,7,41.7375
Типовой,46.903225806451616,2.92,1.9416666666666669,7,41.075
Типовой,46.12698412698413,2.92,1.9416666666666669,7,41.7375
Типовой,46.31666666666667,2.92,1.9416666666666669,7,39.75
Типовой,45.29032258064516,2.62,0.0,6,49.12307692307692
Типовой,41.67924528301887,2.62,0.0,6,41.99230769230769
Типовой,45.20161290322581,2.62,0.0,6,49.12307692307692
Типовой,43.124242424242425,2.62,0.0212121212121212,6,26.146153846153844
Типовой,41.644444444444446,2.62,0.0518518518518518,6,35.65384615384615
Типовой,49.47272727272728,2.62,0.0636363636363636,6,14.525641025641027
Комфорт,50.1,2.7,2.1426028790486624,8,22.63636363636364
Комфорт,50.072,2.7,1.096,8,33.63095238095238
Комфорт,42.89795918367347,2.7,2.1426028790486624,8,35.77
Типовой,52.895833333333336,2.5,0.0208333333333333,8,71.6923076923077
Типовой,36.875,2.7,1.3194444444444444,8,57.04615384615384
Типовой,36.74162679425837,2.7,0.0239234449760765,8,93.64807692307691
Типовой,63.775,2.7,0.5,3,0.0
Комфорт,40.55288461538461,2.7,0.6442307692307693,7,50.61333333333334
Комфорт,62.93103448275862,2.9,1.1839080459770115,5,15.8775
Типовой,53.35973597359736,2.7,0.5016501650165016,7,27.985416666666666
Типовой,59.035714285714285,2.7,0.4523809523809524,7,33.9
Комфорт,40.046728971962615,2.7,0.8411214953271028,6,78.11
Комфорт,60.48453608247423,2.7,0.4123711340206185,7,39.77
Типовой,44.14754098360656,2.7,1.9416666666666669,6,37.471428571428575
Типовой,48.067961165048544,2.7,0.7669902912621359,6,15.817857142857145
Типовой,43.61788617886179,2.7,1.9416666666666669,6,37.77857142857143
Комфорт,54.3089430894309,2.7,0.1097560975609756,10,32.48461538461538
Типовой,44.6,2.7,0.2666666666666666,1,0.0
Типовой,47.79389312977099,2.75,0.0763358778625954,9,49.42272727272727
Комфорт,58.977777777777774,2.7,0.5111111111111111,9,32.85
Комфорт,53.224489795918366,2.5500000000000007,0.4897959183673469,5,36.97272727272727
Комфорт,56.32244897959184,2.74,1.2326530612244897,8,51.52205882352941
Комфорт,56.125,2.74,1.7666666666666666,8,50.47058823529412
Комфорт,66.4873949579832,2.74,2.1426028790486624,8,24.395
Комфорт,56.32244897959184,2.74,1.2326530612244897,8,51.52205882352941
Комфорт,66.47008547008546,2.74,1.6153846153846154,7,23.985
Комфорт,56.48360655737705,2.74,2.1426028790486624,8,51.311764705882354
Комфорт,56.48360655737705,2.74,2.1426028790486624,8,51.311764705882354
Комфорт,61.89655172413793,2.74,1.6293103448275863,7,28.22666666666667
Комфорт,45.564516129032256,2.74,1.5241935483870968,7,45.26
Комфорт,56.125,2.74,1.7666666666666666,8,50.47058823529412
Комфорт,48.97037037037037,2.74,0.7851851851851852,8,56.77941176470589
Комфорт,48.57758620689656,2.74,1.6293103448275863,7,42.34
Комфорт,48.97037037037037,2.74,0.7851851851851852,8,56.77941176470589
Комфорт,45.564516129032256,2.74,1.5241935483870968,7,45.26
Комфорт,48.57758620689656,2.74,1.6293103448275863,7,42.34
Комфорт,61.89655172413793,2.76,2.1426028790486624,8,28.22666666666667
Комфорт,59.97058823529412,2.74,2.1426028790486624,9,25.654545454545456
Комфорт,48.08667736757624,2.6,0.3948635634028892,2,37.825
Комфорт,56.375,2.61,0.9375,9,18.10909090909091
Комфорт,52.456896551724135,2.8,0.8879310344827587,3,5.316666666666666
Типовой,40.30167597765363,2.8,0.0810055865921787,4,50.19019607843137
Типовой,40.24860335195531,2.8,0.1201117318435754,4,50.19019607843137
Типовой,45.302083333333336,2.5,0.25,6,64.52307692307693
Типовой,45.724409448818896,2.5,0.2125984251968504,6,31.94242424242424
Типовой,44.6171875,2.5,0.2109375,6,32.193939393939395
Типовой,45.4140127388535,2.5,0.2101910828025477,6,39.48787878787879
Типовой,45.302083333333336,2.5,0.25,6,64.52307692307693
Комфорт,68.27083333333333,2.65,0.7013888888888888,10,62.28
Комфорт,63.0,2.7,2.1426028790486624,4,19.37142857142857
Комфорт,45.602777777777774,2.7,0.4361111111111111,4,48.42857142857142
Комфорт,63.0,2.7,1.46875,4,19.37142857142857
Комфорт,45.60350877192983,2.7,0.2982456140350877,4,82.78571428571429
Комфорт,44.04,2.7,0.51,4,63.75
Комфорт,67.17543859649123,2.7,0.6535087719298246,4,33.114285714285714
Комфорт,63.0,2.7,1.8289473684210529,4,33.114285714285714
Комфорт,44.04,2.7,0.96,4,63.75
Комфорт,44.040625,2.7,0.484375,4,68.0
Типовой,53.70666666666666,2.69,0.7466666666666667,5,43.25
Комфорт,44.55636363636364,2.7,0.4072727272727273,5,81.76666666666667
Комфорт,44.621818181818185,2.7,0.3709090909090909,6,81.76666666666667
Комфорт,48.391304347826086,2.7,0.4869565217391304,5,68.38666666666667
Комфорт,45.9390243902439,2.7,1.2439024390243902,6,61.87272727272728
Типовой,47.10778443113772,2.67,0.6706586826347305,5,48.15166666666666
Комфорт,50.84722222222222,2.7,1.5555555555555556,5,54.32727272727273
Комфорт,45.593869731800766,2.7,0.3908045977011494,5,77.21249999999999
Комфорт,52.31884057971015,2.7,1.4782608695652173,5,52.06363636363636
Типовой,75.92500494731114,2.6,1.9416666666666669,1,0.0
Типовой,41.27624309392265,2.6,1.9416666666666669,3,76.925
Комфорт,58.24869791666666,2.75,0.328125,8,45.88307692307692
Комфорт,51.244369369369366,2.75,0.0382882882882882,8,66.60000000000001
Комфорт,59.06640625,2.7,0.4765625,8,20.283076923076923
Комфорт,52.42432432432432,2.59,0.2135135135135135,8,34.94444444444444
Комфорт,39.60666666666667,2.74,0.0933333333333333,5,60.535714285714285
Комфорт,43.08571428571429,2.74,0.0285714285714285,5,56.5
Комфорт,47.9,2.74,0.0846153846153846,5,52.46428571428571
Комфорт,43.401408450704224,2.74,0.0985915492957746,5,57.30714285714286
Комфорт,42.47445255474452,2.74,0.1313868613138686,5,55.28928571428571
Комфорт,46.52307692307692,2.74,0.0307692307692307,5,52.46428571428571
Комфорт,42.17605633802817,2.74,0.0633802816901408,5,57.30714285714286
Комфорт,41.265306122448976,2.74,0.0884353741496598,5,59.325
Комфорт,40.241379310344826,2.74,0.0275862068965517,5,58.51785714285714
Комфорт,49.851851851851855,2.74,2.1426028790486624,5,32.68928571428572
Комфорт,42.38686131386861,2.74,0.0364963503649635,5,55.28928571428571
Комфорт,40.05263157894737,2.74,0.0263157894736842,5,40.89523809523809
Комфорт,44.48550724637681,2.74,2.0217391304347827,5,55.69285714285714
Комфорт,49.87341772151899,2.72,0.5,9,67.77368421052631
Комфорт,43.34027777777778,2.72,0.5833333333333334,6,62.28
Комфорт,47.02521008403362,2.72,0.7016806722689075,6,50.05
Комфорт,47.02521008403362,2.72,0.7016806722689075,6,50.05
Комфорт,46.60833333333333,2.72,0.6375,6,50.47058823529412
Комфорт,47.02521008403362,2.72,0.7016806722689075,6,50.05
Комфорт,41.34814814814815,2.72,0.6641975308641975,6,56.77941176470589
Комфорт,40.85151515151515,2.72,0.6242424242424243,5,69.3970588235294
Комфорт,43.33684210526316,2.72,0.6526315789473685,6,59.93382352941176
Комфорт,45.97037037037037,2.72,0.7703703703703704,6,56.77941176470589
Комфорт,41.34814814814815,2.72,0.6419753086419753,5,37.85294117647059
Комфорт,45.97037037037037,2.72,0.7703703703703704,6,56.77941176470589
Комфорт,40.85151515151515,2.72,0.6848484848484848,5,46.264705882352935
Комфорт,46.60833333333333,2.72,0.6375,5,50.47058823529412
Комфорт,59.97948717948718,2.72,0.5641025641025641,6,27.33823529411765
Комфорт,43.24561403508772,2.72,0.6070175438596491,5,59.93382352941176
Комфорт,43.38055555555555,2.72,0.6666666666666666,5,33.64705882352941
Комфорт,36.28518518518519,2.72,0.6037037037037037,6,56.77941176470589
Комфорт,46.62916666666667,2.72,0.625,6,40.37647058823529
Комфорт,45.97037037037037,2.72,0.7703703703703704,6,56.77941176470589
Типовой,40.38486842105263,2.72,0.5016447368421053,6,65.74
Комфорт,45.56296296296296,2.72,0.6148148148148148,6,37.85294117647059
Комфорт,46.71527777777778,2.72,0.7222222222222222,5,41.52
Комфорт,45.97037037037037,2.72,0.7703703703703704,6,56.77941176470589
Комфорт,46.62916666666667,2.72,0.625,6,50.47058823529412
Типовой,50.36363636363637,2.64,0.3829787234042553,8,44.7205
Комфорт,42.58490566037736,2.72,1.981132075471698,5,38.69
Комфорт,56.86813186813187,2.7,1.8846153846153848,8,53.84166666666667
Типовой,75.92500494731114,2.6,1.9416666666666669,1,0.0
Бизнес,75.80749354005168,3.0,0.7351421188630491,9,44.746875
Бизнес,68.64594127806564,3.0,1.4231433506044906,9,78.72627551020409
Бизнес,71.53427065026362,3.0,0.7996485061511424,9,58.34507936507936
Бизнес,68.1833910034602,2.85,0.6868512110726643,9,68.82763157894736
Бизнес,74.98870056497175,2.6,0.2749529190207156,9,71.84117647058824
Типовой,75.92500494731114,2.8,1.9416666666666669,1,0.0
Типовой,43.23333333333333,2.7,1.0,7,0.0
Комфорт,54.9375,2.9,2.1426028790486624,6,11.68
Комфорт,48.25925925925926,2.9,2.138888888888889,6,13.14
Комфорт,54.9375,2.9,2.1426028790486624,6,11.68
Бизнес,56.024,2.9,0.388,8,74.67948717948718
Бизнес,56.024,2.9,0.616,8,74.67948717948718
Комфорт,42.71875,2.78,0.5,4,0.0
Комфорт,42.71875,2.78,0.65625,2,0.0
Комфорт,48.2544731610338,2.5500000000000007,0.3180914512922465,10,37.87470238095238
Комфорт,39.08464566929134,2.7,0.0531496062992126,5,32.02608695652174
Комфорт,41.75958840037418,2.72,0.078578110383536,6,17.29264705882353
Комфорт,42.2567140600316,2.7,0.1232227488151658,6,20.063839285714288
Типовой,48.9537037037037,2.65,0.6388888888888888,7,46.71
Типовой,48.9537037037037,2.65,0.6388888888888888,7,46.71
Типовой,33.33962264150944,2.7,0.2830188679245283,2,0.0
Комфорт,47.30612244897959,2.5500000000000007,0.1836734693877551,4,26.95
Комфорт,48.12244897959184,2.5500000000000007,0.8673469387755102,4,26.95
Бизнес,45.81658291457286,2.7,1.5326633165829149,8,29.584666666666667
Бизнес,57.44558521560575,2.7,1.5462012320328542,8,24.13355555555556
Бизнес,48.2952380952381,2.7,1.5333333333333334,8,15.61
Бизнес,50.10743801652893,2.7,1.5316804407713498,8,26.983
Бизнес,51.810506566604126,2.7,1.5440900562851785,8,26.41311111111111
Комфорт,45.87019230769231,2.7,0.0384615384615384,8,39.98222222222222
Комфорт,45.86778846153846,2.7,0.0336538461538461,8,39.98222222222222
Комфорт,28.3031045751634,2.7,0.0277777777777777,8,100.0052174388112
Комфорт,44.95692307692308,2.7,0.0369230769230769,8,35.140625
Комфорт,45.53347732181425,2.7,0.1900647948164147,5,64.14479166666666
Комфорт,42.56,2.7,0.265,4,56.66666666666666
Комфорт,45.7716814159292,2.7,0.2106194690265486,5,58.70703125
Комфорт,47.33673469387755,2.6,0.3061224489795918,1,23.846666666666664
Бизнес,68.21904761904761,2.7,1.7523809523809524,5,43.640625
Комфорт,47.54365079365079,2.6,0.242063492063492,1,30.66
