id,Название,Класс энергетической эффективности,Ввод в эксплуатацию,Класс недвижимости,Материал стен,Тип отделки,Свободная планировка,Количество этажей,Количество квартир,"Жилая площадь, м²","Высота потолков, м",Велосипедные дорожки,Количество детских площадок,Количество спортивных площадок,Количество площадок для сбора мусора,Количество мест в паркинге,Гостевые места на придомовой территории,Гостевые места вне придомовой территории,Наличие пандуса,Наличие понижающих площадок,Количество инвалидных подъемников,Количество подъездов,Количество пассажирских лифтов,Количество грузовыхи грузопассажирских лифтов,Индекс доступности инфраструктуры,Количество спортивныхплощадок,Наличие понижающихплощадок,Доступность инфраструктуры,Транспортная доступность,Индекс транспортной доступности,Зеленые зоны,Качество воздуха,Индекс зеленой зоны,Индекс качества воздуха
42923,Шолохово малоэтажный жилой комплекс,B,III кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,4,88,4 770,"2,82",Нет,Нет,,Нет,Нет,9,29,Есть,,Нет,5,Нет,Нет,,Нет,Есть,3,,,,6,,
47384,Город-парк Переделкино Ближнее (17ф 3к),A,III кв. 2025,Комфорт,Другое,1 вариант,Нет,18,520,29 855,"3,03 - 3,93",Нет,3,,1,Нет,33,117,Нет,,Нет,6,6,6,,2,Есть,7,2,,1,,,
47115,ЖК ОМ,C,II кв. 2025,Бизнес,Монолит-кирпич,1 вариант,Есть,27,151,9 439,"3 - 3,3",Нет,1,,1,Нет,36,Нет,Нет,,Нет,1,2,1,,1,Есть,9,6,,7,,,
53408,"""Коттеджный поселок ""Нева Life""",D,IV кв. 2025,Типовой,Блоки,1 вариант,Нет,2,4,288,3,Нет,Нет,Нет,1,Нет,Нет,Нет,Нет,Есть,Нет,4,Нет,Нет,2,,,,,,,,,
55796,"ЖК ""Цветочный город"" корпус 12",C,II кв. 2027,Комфорт,Другое,2 варианта,Нет,25,404,25 501,"2,72 - 3,32",Нет,3,2,1,123,59,170,Нет,Есть,Нет,7,8,7,9,,,,,,,,,
49308,"Жилой комплекс""Приоритет"" ЖК""Приоритет""",C,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,26,216,12 255,"2,74",Нет,1,,1,Нет,27,Нет,Есть,,2,1,2,6,,2,Есть,8,,,,,,
50060,"г. Йошкар-Ола, тракт Сернурский",B,II кв. 2025,Типовой,Кирпич,1 вариант,Нет,10,282,13 164,"2,7",Есть,3,2,1,98,29,24,Есть,Есть,3,6,6,Нет,8,,,,,,,,,
52398,г. Иваново,B,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,15,72,5 273,"2,8 - 3,4",Нет,1,1,1,46,Нет,4,Есть,Есть,Нет,1,2,2,10,,,,,,,,,
51951,"Жилой комплекс ""Развитие""",A+,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,24,450,26 901,"2,7",Нет,1,,2,316,6,Нет,Есть,,Нет,4,8,Нет,,1,Есть,10,6,,,,,
50967,Level Нагатинская,A+,II кв. 2024,Бизнес,Монолит-кирпич,Нет,Нет,27,280,12 164,"2,87 - 4,22",Нет,1,1,1,Нет,Нет,Нет,Есть,Есть,Нет,1,Нет,3,8,,,,,8,,,5,
47624,"ЖК ""Город А""",A+,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,9,119,5 633,3,Нет,1,,3,Нет,14,20,Нет,,Нет,3,3,3,,1,Есть,10,,,,,,
30264,"г. Красноярск, ул 78 Добровольческой Бригады, д. 0",C,IV кв. 2025,Бизнес,Монолит-кирпич,Нет,Нет,7,Нет,Нет,Нет,Нет,Нет,,1,277,Нет,Нет,Есть,,Нет,-,2,4,,Нет,Есть,9,,,,,,
52815,Все свои.Дом комфорт-класса,B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,11,149,6 996,"2,73 - 3,63",Нет,2,,1,Нет,24,Нет,Есть,,1,2,1,2,,Нет,Есть,8,,,,,,
51205,"ЖК ""Меридианы Улисса""",A,I кв. 2028,Комфорт,Монолит-кирпич,1 вариант,Есть,10,49,2 102,"2,7",Нет,Нет,,1,Нет,47,90,Нет,,Нет,1,Нет,1,,Нет,Есть,8,,,,,,
51774,"г. Нальчик, ул Шогенова, корпус 33, блок-секция А",B,II кв. 2024,Типовой,Кирпич,1 вариант,Есть,5,24,1 601,"2,7",Нет,Нет,,1,20,3,Нет,Есть,,Нет,2,Нет,Нет,,Нет,Нет,2,,,,,,
56660,"ЖК ""Порт Мэй 2"" (Port May II)",B,II кв. 2027,Комфорт,Другое,1 вариант,Нет,25,159,7 466,"2,8 - 3",Нет,1,1,1,88,Нет,Нет,Есть,Есть,Нет,1,Нет,2,8,,,,,,,,,
55547,Квартал КЗКТ,B,IV кв. 2025,Типовой,Панель,1 вариант,Нет,11,80,4 031,"2,64",Нет,1,1,1,Нет,40,Нет,Есть,Есть,Нет,2,2,Нет,8,,,,,,,,,
44547,"мкр Гармония (с Каменка), д. 142, блок-секция 4",C,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,105,"2,7",Нет,Нет,,Нет,Нет,Нет,Нет,Нет,,Нет,1,Нет,Нет,,Нет,Нет,1,,,,,,
56832,"д. Начапкино, литера 27.4",A,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,2,1,65,"2,6",Нет,Нет,Нет,1,Нет,1,138,Есть,Есть,Нет,1,Нет,Нет,1,,,,,,,,,
51000,"Жилой комплекс ""АВИАТОR"" (ЖК ""АВИАТОR"")",A+,I кв. 2025,Комфорт,Другое,1 вариант,Нет,10,116,7 180,"2,74",Есть,1,,2,Нет,189,Нет,Есть,,Нет,3,Нет,3,,1,Есть,7,,,,,,
45769,"ЖК ""НОВЫЙ""",B,I кв. 2026,Комфорт,Панель,1 вариант,Нет,13,72,3 161,"2,7",Нет,2,1,1,Нет,10,Нет,Есть,Есть,Нет,1,1,1,2,,,,,,,,,
56229,ЖК SMIT-кварттал в 128 кв.Дом 3.3,B,III кв. 2025,Комфорт,Другое,1 вариант,Есть,13,83,5 730,"2,74",Нет,1,Нет,1,Нет,30,Нет,Есть,Есть,Нет,1,2,Нет,5,,,,,,,,,
51760,"ЖК ""Трилогия""",B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,18,130,8 633,"2,73",Нет,1,,1,Нет,66,Нет,Есть,,Нет,1,1,1,,1,Есть,9,,,,,,
44954,ЖК Сады Маковского,A++,IV кв. 2025,Комфорт,Другое,1 вариант,Есть,10,Нет,Нет,Нет,Нет,Нет,,2,184,Нет,Нет,Есть,,Нет,-,1,3,,Нет,Есть,4,,,,,,
52950,"Жилой комплекс ""Восточное Бутово""",A,III кв. 2025,Типовой,Другое,1 вариант,Нет,26,711,30 018,"2,72",Нет,3,,2,Нет,224,Нет,Нет,,Нет,4,4,5,,2,Есть,6,,,,,,
47953,Проект-достояние Русь,B,II кв. 2025,Комфорт,Монолит-кирпич,Нет,Нет,20,309,11 015,"2,7 - 3",Есть,1,1,2,Нет,Нет,100,Есть,Есть,Нет,4,8,Нет,7,,,,,2,,,,
52329,"ЖК ""Айсберг""",C,II кв. 2026,Комфорт,Кирпич,1 вариант,Нет,10,240,12 260,"2,7",Нет,1,1,1,Нет,72,168,Нет,Есть,Нет,3,Нет,3,8,,,,,,,,,
55625,"г. Мирный, ул Мира",B,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Есть,13,53,3 468,"2,71",Нет,1,1,1,Нет,32,Нет,Есть,Есть,Нет,1,1,1,5,,,,,,,,,
46485,"Жилой комплекс ""Медовый""",B,IV кв. 2024,Типовой,Другое,Нет,Нет,17,163,7 568,"2,5",Нет,2,,1,Нет,Нет,75,Есть,,Нет,3,4,Нет,,3,Есть,6,,,,,,
49661,"ЖК ""Самолет 6""",Не нормируется,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,10,,6,153,221,Нет,Есть,,Нет,-,Нет,Нет,,14,Есть,5,,,,,,
45433,"г. Красноярск, ул Бограда, д. 103",A+,IV кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Есть,8,60,4 714,"2,9",Нет,1,,1,143,4,Нет,Есть,,Нет,2,1,2,,1,Есть,9,,,,,,
56241,"Жилой комплекс ""Живописный сад""",B,III кв. 2025,Комфорт,Монолит,1 вариант,Нет,10,564,26 184,"2,7 - 3,6",Есть,1,1,3,Нет,453,291,Нет,Есть,Нет,8,15,15,5,,,,,,,,,
53003,ЖК Самолет КнА,A++,III кв. 2024,Типовой,Другое,1 вариант,Нет,11,159,7 876,"2,5",Нет,1,,1,Нет,40,Нет,Есть,,Нет,3,Нет,3,,1,Есть,8,,,,,,
47454,"ЖК ""АВРОРА""",A+,IV кв. 2025,Типовой,Монолит-кирпич,1 вариант,Есть,4,Нет,Нет,Нет,Нет,Нет,,Нет,88,88,Нет,Есть,,Нет,-,Нет,Нет,,Нет,Есть,7,,,,,,
56314,"ЖК ""Мегаполис-Парк""",B,IV кв. 2025,Бизнес,Кирпич,1 вариант,Нет,9,272,14 116,"2,7 - 3",Нет,1,1,1,Нет,176,Нет,Нет,Есть,Нет,4,4,4,4,,,,,,,,,
54355,"Жилой комплекс ""Волжский парк""",A+,IV кв. 2025,Типовой,Другое,1 вариант,Нет,25,299,11 828,"2,62",Нет,1,1,1,Нет,38,Нет,Нет,Есть,Нет,1,3,3,8,,,,,7,,,4,
48562,"г. Ессентуки, ул Буачидзе, д. 1-5",A+,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,13,120,6 804,"2,8",Нет,1,,1,Нет,50,100,Есть,,Нет,2,Нет,2,,1,Есть,8,,,,,,
54721,ЖК Мой город,A++,III кв. 2026,Типовой,Монолит-кирпич,Нет,Нет,11,144,4 449,"2,6",Нет,1,1,1,Нет,21,Нет,Есть,Есть,Нет,2,2,Нет,4,,,,,,,,,
43925,"ЖК ""Курская 2"" дом 4 блок-секция 1",C,IV кв. 2031,Комфорт,Кирпич,Нет,Есть,11,70,3 808,"2,6",Нет,1,Нет,1,Нет,336,Нет,Нет,Есть,1,1,Нет,1,9,,,,,,,,,
49587,"ЖК ""Догма Парк""",B,II кв. 2027,Комфорт,Монолит-кирпич,1 вариант,Нет,17,330,13 481,"2,72 - 3,02",Нет,2,,2,Нет,79,Нет,Есть,,Нет,2,4,2,,3,Есть,5,,,,,,
51833,Жилой комплекс в 16 кв. г.Якутска. МЖД 5,B,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,9,96,4 673,"2,7",Нет,1,,1,Нет,38,Нет,Есть,,3,3,3,6,,1,Есть,8,,,,,,
46497,"ЖК ""Друг""",B,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,18,320,13 625,"2,7",Нет,2,,5,Нет,391,Нет,Есть,,2,2,2,2,,4,Есть,3,,,,,,
51106,ЖК ПОЦЕЛУЙ,B,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,6,20,1 351,"2,7",Нет,1,,1,Нет,2,2,Нет,,Нет,1,Нет,1,,1,Есть,10,,,,,,
29893,Жилой квартал Арбат,B,II кв. 2025,Бизнес,Монолит-кирпич,Нет,Есть,5,Нет,Нет,Нет,Нет,1,,2,Нет,Нет,6,Есть,,Нет,-,Нет,1,,1,Есть,8,,,,,,
39965,"ЖК ""Солнечный город"". Резиденции",B,I кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,5,343,12 820,"2,77 - 3",Нет,Нет,,Нет,Нет,Нет,Нет,Есть,,3,10,Нет,10,,Нет,Есть,8,5,,8,,,
50266,ЖК Эстет Надземная автостоянка,C,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Нет,Нет,,Нет,202,Нет,Нет,Нет,,Нет,-,Нет,1,,Нет,Есть,7,,,,,,
55191,"ЖК ""Шоколад""",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,15,611,25 846,"2,71",Есть,1,4,1,Нет,516,Нет,Нет,Есть,Нет,6,4,8,6,,,,,,,,,
53235,Резиденция Рощино,A+,IV кв. 2026,Бизнес,Монолит-кирпич,1 вариант,Нет,2,Нет,Нет,Нет,Есть,4,4,4,Нет,188,Нет,Есть,Есть,Нет,-,Нет,Нет,5,,,,,,,,,
52885,ЖК Пять континентов,A++,IV кв. 2025,Бизнес,Другое,1 вариант,Нет,13,124,7 260,"2,73",Нет,1,,2,25,25,Нет,Есть,,Нет,3,Нет,4,,1,Нет,10,,,,,,
49721,Город оружейников. Жилой дом 16,B,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,11,84,3 959,"2,6",Нет,5,,3,Нет,105,Нет,Есть,,Нет,1,1,Нет,,10,Есть,8,,,,,,
44977,"Многофункциональный комплекс ""Freedom""",B,IV кв. 2026,Комфорт,Монолит-кирпич,Нет,Есть,29,Нет,Нет,Нет,Нет,Нет,,1,601,Нет,Нет,Нет,,Нет,-,6,26,,Нет,Есть,8,9,,,,,
51772,"г. Кострома, ул Привокзальная, д. 12",A,IV кв. 2025,Комфорт,Кирпич,1 вариант,Нет,10,81,4 817,"2,7",Нет,1,,1,Нет,44,Нет,Нет,,Нет,1,Нет,1,,1,Есть,8,,,,,,
48479,"Жилой дом ""Березка""",C,III кв. 2025,Комфорт,Монолит-кирпич,Нет,Есть,17,182,11 938,3,Нет,1,,1,Нет,42,187,Есть,,Нет,3,1,3,,2,Есть,7,,,,,,
47995,ЖК Ритмы,C,II кв. 2024,Типовой,Другое,1 вариант,Нет,2,5,553,"3,04",Есть,Нет,Нет,1,Нет,Нет,Нет,Есть,Есть,Нет,5,Нет,Нет,1,,,,,,,,,
55060,ЖК Счастье в Кольцово Корпус 3 ,B,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,13,55,4 101,"2,76",Есть,2,4,2,Нет,Нет,Нет,Нет,Есть,Нет,1,1,1,6,,,,,,,,,
47496,п. Бугры,B,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,13,253,13 300,"2,75 - 3",Есть,7,,3,Нет,7,Нет,Есть,,Нет,5,10,Нет,,1,Есть,7,,,,,,
52683,"г. Уфа, ул Софьи Перовской, д. 24",B,IV кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,27,505,21 239,"2,55",Нет,2,,2,734,18,Нет,Есть,,Нет,2,6,14,,1,Есть,9,,,,,,
54487,"город Великий Новгород, ул Советской Армии",C,III кв. 2024,Типовой,Кирпич,1 вариант,Нет,10,100,5 582,"2,5",Нет,1,1,1,Нет,50,Нет,Нет,Есть,Нет,2,2,Нет,7,,,,,,,,,
44929,"г. Якутск, ул Строителей, д. 3",A,III кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,16,145,5 602,"2,7",Нет,1,,1,Нет,Нет,58,Нет,,5,2,2,6,,Нет,Есть,8,,,,,,
51349,"г. Михайловск, б-р Михайловский, д. 29",B,IV кв. 2024,Типовой,Кирпич,1 вариант,Нет,4,110,5 653,"2,7",Нет,1,,1,Нет,29,Нет,Есть,,6,6,Нет,Нет,,1,Нет,3,,,,,,
55260,"ЖК ""СНЕГИРИ-2""",Не нормируется,IV кв. 2025,Бизнес,Другое,Нет,Есть,1,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,Есть,Есть,Нет,-,Нет,Нет,3,,,,,,,,,
50213,"г. Воронеж, ул Курчатова, д. 32",B,IV кв. 2024,Комфорт,Кирпич,1 вариант,Нет,11,108,4 932,"2,78",Нет,1,,1,Нет,52,Нет,Есть,,Нет,2,2,Нет,,1,Есть,5,,,,,,
46984,ЖК Дворцовый фасад,B,II кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,5,173,6 142,"2,77 - 4",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Есть,Есть,Нет,5,Нет,5,7,,,,,1,,,7,
55814,"г. Липецк, д. бн",B,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,6,25,1 202,"2,6 - 3",Нет,1,Нет,Нет,Нет,9,9,Есть,Есть,Нет,1,Нет,Нет,4,,,,,,,,,
47797,ЖК ТАЛИСМАН,C,I кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,18,266,16 279,"2,72 - 3",Нет,1,,1,Нет,59,Нет,Есть,,Нет,2,2,2,,1,Есть,9,,,,,,
53662,"ЖК ""Одоевский"" (Дом 2)",B,IV кв. 2024,Комфорт,Другое,1 вариант,Нет,11,124,6 399,"2,65 - 2,7",Нет,4,2,1,Нет,9,Нет,Нет,Есть,Нет,2,2,2,6,,,,,,,,,
53354,Скандиа.Таунхаусы,B,II кв. 2025,Комфорт,Другое,Нет,Есть,2,6,869,"2,89",Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,Нет,5,,,,,,,,,
53874,Апарт-отель Сигма Силино,A+,III кв. 2026,Бизнес,Монолит-кирпич,Нет,Есть,15,Нет,Нет,Нет,Нет,Нет,Нет,1,Нет,77,Нет,Нет,Есть,Нет,-,5,9,3,,,,,1,,,1,
52101,"г. Магас, ул М.Б.Базоркина",B,III кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,9,64,5 190,3,Нет,1,Нет,1,Нет,15,8,Есть,Есть,Нет,2,4,4,5,,,,,,,,,
55592,"г. Магнитогорск, ш Западное, д. 444а, корпус 8, вл. дом",B,IV кв. 2024,Комфорт,Кирпич,1 вариант,Нет,4,32,2 101,"2,6",Нет,1,1,1,Нет,12,Нет,Нет,Есть,Нет,2,Нет,Нет,6,,,,,,,,,
46359,"д. Борисовичи, ул Балтийская, д. 9",B,II кв. 2025,Типовой,Монолит-кирпич,1 вариант,Нет,10,88,5 232,"2,75",Нет,1,,1,Нет,85,Нет,Нет,,Нет,2,2,Нет,,1,Есть,7,,,,,,
56729,"г. Смоленск, улица Крупской, в районе Братского кладбища",B,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Есть,16,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,57,Нет,Есть,Есть,Нет,-,1,1,9,,,,,,,,,
48120,Квартал Депо,B,II кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,17,503,26 416,"2,44 - 3,45",Есть,1,2,1,99,52,33,Нет,Есть,Нет,8,Нет,10,9,,,,,4,,,,
56189,"ЖК Курортный, Жилой комплекс Курортный",B,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,10,64,3 688,3,Нет,Нет,Нет,1,Нет,Нет,Нет,Есть,Есть,1,1,1,Нет,4,,,,,,,,,
55934,г. Бердск,B,I кв. 2025,Комфорт,Кирпич,1 вариант,Есть,1,1,53,"2,98",Нет,1,1,1,Нет,1,1,Нет,Нет,Нет,1,Нет,Нет,1,,,,,,,,,
56197,ЖК Персона,Не нормируется,III кв. 2028,Типовой,Монолит-кирпич,1 вариант,Нет,1,Нет,Нет,Нет,Нет,1,1,1,146,30,50,Нет,Есть,Нет,-,Нет,Нет,7,,,,,,,,,
48535,Квартал Ивакино,A,III кв. 2024,Типовой,Монолит-кирпич,Нет,Нет,18,929,38 689,"3 - 3,15",Нет,3,,3,Нет,145,Нет,Есть,,Нет,7,7,7,,3,Есть,6,,,,,,
43871,Хорошо Жилой дом 5,A++,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,18,295,13 208,"2,6 - 3,1",Нет,1,1,1,Нет,67,Нет,Есть,Есть,Нет,3,6,Нет,10,,,,,,,,,
49640,"ЖК ""Самолет 6""",B,I кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,17,630,25 574,"2,72 - 3,02",Нет,12,,4,Нет,132,Нет,Есть,,Нет,4,4,4,,11,Есть,5,,,,,,
46888,"ЖК ""Suncity"" ЖК ""Курортный"" 1 этап",B,III кв. 2024,Комфорт,Монолит-кирпич,1 вариант,Нет,4,29,1 576,"2,7",Нет,2,1,2,Нет,154,Нет,Есть,Есть,Нет,1,Нет,1,3,,,,,,,,,
52312,"ЖК""САМПО""",B,I кв. 2025,Комфорт,Панель,Нет,Нет,14,118,6 712,"2,68",Нет,1,1,1,Нет,131,Нет,Нет,Есть,Нет,1,1,1,7,,,,,,,,,
48849,"Микрорайон ""Теплые Края""",C,IV кв. 2025,Комфорт,Монолит-кирпич,1 вариант,Нет,19,158,7 691,"2,82",Есть,2,,3,Нет,41,Нет,Нет,,Нет,2,Нет,2,,3,Есть,3,,,,,,
53599,"ЖК ""Новый современник"" позиция 19",B,IV кв. 2024,Типовой,Монолит-кирпич,1 вариант,Нет,27,182,11 000,"2,7",Нет,Нет,Нет,2,199,199,78,Есть,Есть,Нет,1,Нет,4,10,,,,,,,,,
45734,"ЖК ""БелАрт""",B,IV кв. 2024,Комфорт,Монолит-кирпич,Нет,Нет,23,358,15 598,"2,75 - 3,2",Нет,2,1,1,61,44,31,Есть,Есть,2,2,4,2,8,,,,,5,,,5,
56762,"Жилой комплекс ""Южный квартал""",B,III кв. 2026,Комфорт,Монолит-кирпич,1 вариант,Нет,26,333,12 047,"2,7 - 3,3",Есть,2,1,1,Нет,251,Нет,Есть,Есть,Нет,1,2,1,7,,,,,,,,,
52273,"Жилой комплекс ""Гармония""",B,IV кв. 2024,Комфорт,Блоки,1 вариант,Нет,11,90,3 936,"2,64",Нет,1,1,1,Нет,45,Нет,Есть,Есть,Нет,2,Нет,2,8,,,,,,,,,
