id,name,energy_efficiency,due_date,class,wall_material,n_finish_types,layout_variation,n_floors,n_flats,life_space,av_flat,min_ceiling_height,max_ceiling_height,bike_paths,n_playgrounds,n_sportsgrounds,n_p_s_grounds,n_garbage_sites,n_parking_places,ramp,lowering_platforms,n_wheelchair_lifts,low_mobility_facilities,n_entrances,n_p_lifts,n_f_lifts,n_lifts,lift_ratio,infrastr_access,transport_access,green_areas,air_quality
50878,"п. Металлплощадка, б-р Строителей, д. 71, корпус 7",B,2025Q4,Типовой,Кирпич,1,True,4,50,2223.0,44.46,2.7,2.7,False,1,1,2,1,0,True,True,0,0.5,7,0,0,0,0,5,,,
41995,"ЖК ""Челны Сити""",A+,2024Q3,Комфорт,Кирпич,0,False,27,312,21640.0,69.35897435897436,3.0,3.0,False,2,4,6,3,445,True,True,0,0.5,2,2,4,6,46.800000000000004,8,,,
54453,"ЖК ""Челны Сити""",C,2025Q2,Комфорт,Монолит-кирпич,0,False,21,238,8864.0,37.2436974789916,2.7,2.7,False,2,3,5,3,447,False,True,0,0.5,1,3,0,3,69.13333333333334,8,,,
45490,DOGMA,B,2026Q2,Комфорт,Монолит-кирпич,1,False,17,856,35071.0,40.970794392523366,2.72,3.02,False,4,5,9,7,826,True,True,0,0.5,5,5,5,10,72.00470588235294,5,,,
45491,DOGMA,B,2026Q2,Комфорт,Монолит-кирпич,1,False,17,666,27103.0,40.6951951951952,2.72,3.02,False,4,5,9,7,693,True,True,0,0.5,4,4,4,8,70.02794117647059,6,,,
50117,"ЖК ""DOLCE VITA""",A,2025Q4,Комфорт,Монолит-кирпич,0,True,22,176,8832.0,50.18181818181818,3.0,3.0,True,3,1,4,4,339,True,True,0,0.5,1,2,1,3,51.46666666666667,7,,,
50118,"ЖК ""DOLCE VITA""",A,2025Q4,Комфорт,Монолит-кирпич,0,True,21,169,8493.0,50.25443786982248,3.0,3.0,True,3,1,4,4,332,True,True,0,0.5,1,2,1,3,49.09047619047619,7,,,
40642,ЖК Городские сады,B,2024Q4,Комфорт,Монолит-кирпич,1,False,20,387,23290.0,60.18087855297158,2.7,3.32,False,1,1,2,1,124,True,True,0,0.5,3,0,9,9,37.195,6,,,
46437,"ЖК ""Радуга Сибири""",B,2024Q4,Типовой,Монолит-кирпич,0,False,18,571,24707.0,43.269702276707534,2.64,2.8,False,1,1,2,1,288,True,True,8,0.5,4,0,8,8,60.66875,6,2.0,,
56382,"ЖК ""Радуга Сибири""",B,2025Q2,Типовой,Монолит-кирпич,1,False,18,570,24715.0,43.35964912280702,2.64,2.8,False,1,1,2,1,287,True,True,0,0.5,4,4,4,8,60.5625,8,5.0,,
48265,Инстеп.Механизаторов,B,2024Q4,Комфорт,Другое,0,False,20,601,28993.0,48.24126455906822,2.64,2.64,False,1,1,2,1,394,True,True,0,0.5,5,5,5,10,51.9865,8,,,
56915,"ЖК ""Скандинавия""",A,2024Q4,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55789,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,81.0,81.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
56914,"ЖК ""Скандинавия""",A,2024Q4,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55788,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,81.0,81.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55787,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55793,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55790,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55794,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,81.0,81.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
56422,"ЖК ""Скандинавия""",A,2024Q3,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55784,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
56424,"ЖК ""Скандинавия""",A,2024Q3,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
56423,"ЖК ""Скандинавия""",A,2024Q3,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55792,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
56425,"ЖК ""Скандинавия""",A,2024Q3,Типовой,Другое,1,False,1,1,81.0,81.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55783,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,81.0,81.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55791,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55785,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
56421,"ЖК ""Скандинавия""",A,2024Q3,Типовой,Другое,1,False,1,1,81.0,81.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
52375,"ЖК ""Скандинавия""",A+,2025Q3,Комфорт,Монолит-кирпич,0,False,13,264,10974.0,41.56818181818182,2.95,2.95,False,1,0,1,1,114,False,True,0,0.5,3,3,3,6,34.86153846153846,8,2.0,4.0,
56913,"ЖК ""Скандинавия""",A,2024Q4,Типовой,Другое,1,False,1,1,81.0,81.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
55786,"ЖК ""Скандинавия""",A,2024Q2,Типовой,Другое,1,False,1,1,67.0,67.0,2.65,2.65,False,1,1,2,1,4,True,True,0,0.5,1,0,0,0,0,1,,,
53498,"ЖК ""Скандинавия""",A+,2025Q4,Комфорт,Монолит-кирпич,1,False,20,561,25630.0,45.68627450980392,2.95,2.95,True,2,0,2,1,324,False,True,0,0.5,3,3,3,6,80.8775,8,2.0,3.0,
47905,"г. Новосибирск, район Октябрьский р-н, ул Владимира Заровного, блок-секция 1-2",B,2024Q3,Комфорт,Монолит-кирпич,1,True,20,244,13570.0,55.614754098360656,2.85,2.85,True,7,2,9,3,450,False,True,0,0.5,2,0,8,8,26.3825,8,6.0,,
49041,г. Владикавказ,D,2025Q1,Комфорт,Монолит-кирпич,1,True,10,127,8302.0,65.37007874015748,2.85,2.85,False,3,2,5,1,101,True,True,1,0.5,2,1,2,3,30.903333333333336,7,,,
49042,г. Владикавказ,D,2025Q1,Комфорт,Монолит-кирпич,1,True,10,140,8226.0,58.75714285714286,2.85,2.85,False,3,2,5,1,102,True,True,1,0.5,2,1,2,3,34.06666666666666,7,,,
45472,г. Владикавказ,D,2024Q2,Комфорт,Монолит-кирпич,1,True,10,117,7990.0,68.2905982905983,2.85,2.85,False,3,2,5,1,100,True,True,2,0.5,2,2,4,6,14.235,7,,,
54537,г. Владикавказ,C,2025Q1,Комфорт,Монолит-кирпич,1,True,8,98,5754.0,58.714285714285715,3.3,3.3,False,4,2,6,1,9,False,True,0,0.5,2,2,2,4,16.23125,6,,,
53888,г. Владикавказ,B,2024Q4,Комфорт,Монолит-кирпич,1,False,9,66,4064.0,61.57575757575758,2.8,2.8,False,1,0,1,1,21,True,True,0,0.5,3,3,0,3,15.4,8,,,
50249,Курортный комплекс Лучистое,C,2025Q4,Комфорт,Монолит-кирпич,1,False,16,124,4627.0,37.314516129032256,2.7,3.0,False,0,0,0,0,33,False,True,0,0.5,1,2,0,2,51.5375,5,,,
50248,Курортный комплекс Лучистое,C,2025Q4,Комфорт,Монолит-кирпич,1,False,17,135,4598.0,34.05925925925926,2.7,3.0,False,0,0,0,1,30,False,True,0,0.5,1,2,0,2,56.779411764705884,5,,,
50251,Курортный комплекс Лучистое,C,2025Q4,Комфорт,Монолит-кирпич,1,False,16,135,5017.0,37.162962962962965,2.7,3.0,False,1,1,2,0,23,False,True,0,0.5,1,2,0,2,56.109375,5,,,
41994,Курортный комплекс Лучистое,C,2024Q4,Комфорт,Монолит-кирпич,1,False,17,457,16931.0,37.048140043763674,2.7,2.7,False,1,1,2,1,113,True,True,0,0.5,3,3,3,6,64.06960784313725,4,,,
50250,Курортный комплекс Лучистое,C,2025Q4,Комфорт,Монолит-кирпич,1,False,17,195,6751.0,34.62051282051282,2.7,3.0,False,1,0,1,0,33,False,True,0,0.5,1,2,0,2,82.01470588235294,5,,,
41882,ЖК GREEN TOWN,A+,2024Q2,Типовой,Монолит,1,False,5,59,3173.0,53.779661016949156,2.74,2.74,False,1,2,3,3,157,False,True,3,0.5,3,0,0,0,0,3,,,
41883,ЖК GREEN TOWN,A+,2024Q2,Типовой,Монолит,1,False,5,89,5288.0,59.41573033707865,2.74,2.74,False,1,2,3,3,157,False,True,5,0.5,5,0,0,0,0,3,,,
54311,г. Йошкар-Ола,C,2025Q2,Комфорт,Кирпич,1,False,11,35,2645.0,75.57142857142857,2.7,2.7,False,1,1,2,1,32,True,True,1,0.5,1,1,0,1,26.409090909090907,8,,,
56665,г. Йошкар-Ола,B,2025Q4,Комфорт,Кирпич,1,False,10,223,12583.0,56.426008968609864,2.7,2.7,True,1,1,2,3,43,True,True,0,0.5,7,7,0,7,23.255714285714284,5,,,
56803,г. Йошкар-Ола,A,2026Q4,Типовой,Блоки,1,False,11,72,3847.0,53.43055555555556,2.7,2.7,False,1,1,2,1,31,True,True,0,0.5,2,2,0,2,27.163636363636364,8,,,
54750,г. Йошкар-Ола,B,2025Q1,Типовой,Кирпич,1,False,9,56,2640.0,47.142857142857146,2.5,2.5,False,1,1,2,1,34,False,True,1,0.5,1,1,2,3,13.066666666666668,8,,,
54324,г. Йошкар-Ола,C,2026Q1,Комфорт,Кирпич,1,False,11,61,4927.0,80.77049180327869,2.7,2.7,False,1,1,2,1,29,True,True,2,0.5,2,2,0,2,23.013636363636362,8,,,
56718,г. Йошкар-Ола,A,2026Q4,Типовой,Кирпич,1,False,11,96,5146.0,53.604166666666664,2.7,2.7,False,1,1,2,1,57,True,True,3,0.5,3,3,0,3,24.145454545454545,8,,,
54692,г. Йошкар-Ола,B,2025Q4,Комфорт,Кирпич,1,False,10,148,10144.0,68.54054054054055,2.7,3.3,False,1,1,2,1,63,True,True,5,0.5,5,5,0,5,21.607999999999997,9,,,
55418,"п. Металлплощадка, Ограниченный ул. Ворошилова, б-р Строителей, проездом 142, проездом Южный, д. 8",B,2025Q4,Типовой,Кирпич,1,True,4,29,1323.0,45.62068965517241,2.7,2.7,False,0,0,0,1,0,True,True,0,0.5,4,0,0,0,0,6,,,
54433,"ПАРК-КВАРТАЛ ""КОРОЛЁВ""",A++,2026Q4,Типовой,Монолит-кирпич,1,False,16,156,8861.0,56.80128205128205,2.7,3.0,False,1,1,2,1,11,True,True,0,0.5,2,4,4,8,16.209375,10,,,
54430,"ПАРК-КВАРТАЛ ""КОРОЛЁВ""",A++,2026Q3,Типовой,Монолит-кирпич,1,False,24,189,10006.0,52.94179894179894,2.7,2.75,False,1,1,2,1,8,True,True,0,0.5,1,2,2,4,41.934375,10,,,
54431,"ПАРК-КВАРТАЛ ""КОРОЛЁВ""",A++,2026Q3,Типовой,Монолит-кирпич,1,False,18,105,6393.0,60.885714285714286,2.7,2.75,False,1,1,2,1,8,True,True,0,0.5,1,2,2,4,22.3125,10,,,
52853,Микрорайон Заречье,B,2025Q2,Типовой,Кирпич,0,False,11,203,9614.0,47.35960591133005,2.7,2.7,False,4,2,6,2,0,True,True,2,0.5,2,2,2,4,38.29318181818182,4,,,
52855,Микрорайон Заречье,B,2025Q2,Типовой,Кирпич,0,False,11,301,14384.0,47.78737541528239,2.7,2.7,False,4,2,6,2,0,True,True,3,0.5,3,3,3,6,37.8530303030303,4,,,
52852,Микрорайон Заречье,B,2025Q2,Типовой,Кирпич,0,False,11,88,4835.0,54.94318181818182,2.7,2.7,False,4,2,6,2,0,True,True,1,0.5,1,1,1,2,33.2,4,,,
52887,Микрорайон Заречье,B,2025Q2,Типовой,Кирпич,0,False,11,188,9432.0,50.170212765957444,2.8,3.0,False,4,1,5,1,0,True,True,2,0.5,2,2,0,2,70.92727272727272,4,,,
52854,Микрорайон Заречье,B,2025Q2,Типовой,Кирпич,0,False,11,81,4445.0,54.876543209876544,2.7,2.7,False,4,2,6,2,0,True,True,1,0.5,1,1,1,2,30.55909090909091,4,,,
52888,Микрорайон Заречье,B,2025Q2,Типовой,Кирпич,0,False,11,368,17876.0,48.57608695652174,2.8,3.0,False,4,1,5,1,0,True,True,4,0.5,4,4,0,4,69.41818181818182,4,,,
52886,Микрорайон Заречье,B,2025Q2,Типовой,Кирпич,0,False,11,81,4489.0,55.41975308641975,2.8,2.8,False,4,1,5,1,0,True,True,1,0.5,1,1,0,1,61.11818181818182,4,,,
54491,"д. Алтуховка, д. 12, блок-секция 3,4",C,2025Q4,Комфорт,Кирпич,0,False,11,80,4517.0,56.4625,2.5,2.8,False,1,0,1,0,40,True,True,0,0.5,2,2,0,2,30.18181818181818,1,,,
49310,Жилой комплекс Композитор,C,2025Q1,Комфорт,Кирпич,1,False,17,224,11459.0,51.15625,2.65,2.65,False,1,1,2,1,435,True,True,0,0.5,2,4,0,4,47.10588235294118,8,,,
56702,"Ул. Кечил-оола, 79, II Этап Тип 2",A++,2026Q4,Комфорт,Блоки,1,False,11,64,2530.0,39.53125,2.7,2.7,False,1,1,2,1,10,True,True,0,0.5,1,1,0,1,48.29090909090909,7,,,
51124,"Жилой комплекс ""История 2""",B,2025Q1,Комфорт,Монолит-кирпич,1,False,8,96,4234.0,44.104166666666664,2.7,2.7,False,1,1,2,1,11,False,True,0,0.5,2,2,2,4,15.899999999999999,5,,,
51122,"Жилой комплекс ""История 2""",B,2025Q1,Комфорт,Монолит-кирпич,1,False,8,120,5176.0,43.13333333333333,2.7,2.7,False,1,1,2,1,15,False,True,0,0.5,2,2,2,4,19.875,5,,,
51123,"Жилой комплекс ""История 2""",B,2025Q1,Комфорт,Монолит-кирпич,1,False,8,120,5176.0,43.13333333333333,2.7,2.7,False,1,1,2,1,15,False,True,0,0.5,2,2,2,4,19.875,5,,,
51127,"Жилой комплекс ""История 2""",B,2025Q1,Комфорт,Монолит-кирпич,1,False,8,120,5176.0,43.13333333333333,2.7,2.7,False,1,1,2,1,15,False,True,0,0.5,2,2,2,4,19.875,5,,,
51129,"Жилой комплекс ""История 2""",B,2025Q1,Комфорт,Монолит-кирпич,1,False,8,96,4234.0,44.104166666666664,2.7,2.7,False,1,1,2,1,11,False,True,0,0.5,2,2,2,4,15.899999999999999,5,,,
51125,"Жилой комплекс ""История 2""",B,2025Q1,Комфорт,Монолит-кирпич,1,False,8,96,4234.0,44.104166666666664,2.7,2.7,False,1,1,2,1,11,False,True,0,0.5,2,2,2,4,15.899999999999999,5,,,
51126,"Жилой комплекс ""История 2""",B,2025Q1,Комфорт,Монолит-кирпич,1,False,8,120,5176.0,43.13333333333333,2.7,2.7,False,1,1,2,1,15,False,True,0,0.5,2,2,2,4,19.875,5,,,
51128,"Жилой комплекс ""История 2""",B,2025Q1,Комфорт,Монолит-кирпич,1,False,8,96,4234.0,44.104166666666664,2.7,2.7,False,1,1,2,1,11,False,True,0,0.5,2,2,2,4,15.899999999999999,5,,,
56649,"г. Нефтекамск, ул Декабристов, д. 5В, вл. дом",B,2025Q1,Комфорт,Кирпич,1,False,11,70,4060.0,58.0,2.7,2.7,False,1,1,2,1,43,True,True,0,0.5,2,2,0,2,26.409090909090907,8,,,
56650,"г. Нефтекамск, ул Декабристов, д. 5В, вл. дом",B,2025Q1,Комфорт,Кирпич,1,False,11,70,4055.0,57.92857142857143,2.7,2.7,False,0,0,0,0,44,True,True,0,0.5,2,2,0,2,26.409090909090907,8,,,
50619,"мкр Белый хутор (поселок Западный), район Сосновский, улица Береговая, д. 2",B,2024Q3,Типовой,Панель,0,False,7,174,8010.0,46.03448275862069,2.6,2.6,False,1,2,3,1,0,True,True,0,0.5,7,7,0,7,15.269387755102041,4,,,
47633,"Жилой комплекс ""На Северной""",B,2024Q4,Типовой,Кирпич,1,False,12,60,3040.0,50.666666666666664,2.5,2.5,False,0,0,0,0,19,False,True,0,0.5,1,0,1,1,46.5,7,,,
47635,"Жилой комплекс ""На Северной""",B,2025Q4,Типовой,Кирпич,1,False,12,60,3040.0,50.666666666666664,2.5,2.5,False,0,1,1,0,14,False,True,0,0.5,1,0,1,1,46.5,7,,,
47636,"Жилой комплекс ""На Северной""",B,2026Q2,Типовой,Кирпич,1,False,12,60,3070.0,51.166666666666664,2.5,2.5,False,0,0,0,1,57,False,True,0,0.5,1,0,1,1,46.5,7,,,
47634,"Жилой комплекс ""На Северной""",B,2025Q2,Типовой,Кирпич,1,False,12,60,3103.0,51.71666666666667,2.5,2.5,False,1,1,2,0,4,False,True,0,0.5,1,0,1,1,46.5,7,,,
49490,"ЖК ""ДОЛЬЧЕ ВИТА""",B,2024Q2,Комфорт,Кирпич,1,False,6,44,2084.0,47.36363636363637,3.0,3.0,False,1,1,2,2,42,True,True,0,0.5,1,0,1,1,24.2,1,,,
49488,"ЖК ""ДОЛЬЧЕ ВИТА""",B,2024Q2,Комфорт,Кирпич,1,False,6,44,2084.0,47.36363636363637,3.0,3.0,False,1,1,2,2,42,True,True,0,0.5,1,0,1,1,24.2,1,,,
49491,"ЖК ""ДОЛЬЧЕ ВИТА""",B,2024Q2,Комфорт,Кирпич,1,False,4,33,1689.0,51.18181818181818,3.0,3.0,False,1,1,2,2,42,True,True,0,0.5,3,0,0,0,0,1,,,
50915,"ЖК ""Вечера""",B,2026Q1,Бизнес,Кирпич,1,True,11,196,10320.0,52.6530612244898,2.7,3.0,True,1,1,2,1,103,True,True,1,0.5,6,1,6,7,21.127272727272725,9,,,
56895,Квартал в Гагаринском парке,C,2025Q4,Типовой,Другое,1,False,12,54,4117.0,76.24074074074075,2.73,3.03,False,2,2,4,3,17,True,True,0,0.5,1,0,1,1,41.85,6,,,
46394,Квартал в Гагаринском парке,C,2026Q2,Комфорт,Другое,1,False,25,463,24187.0,52.23974082073434,2.75,3.0,False,1,7,8,2,227,True,True,0,0.5,3,6,5,11,37.54509090909091,6,,,
56893,Квартал в Гагаринском парке,C,2025Q4,Типовой,Другое,1,False,15,108,5471.0,50.657407407407405,2.73,3.03,False,2,2,4,3,17,True,True,0,0.5,1,0,2,2,44.28,6,,,
56892,Квартал в Гагаринском парке,C,2025Q4,Типовой,Другое,1,False,12,53,4061.0,76.62264150943396,2.73,3.03,False,2,2,4,3,17,True,True,0,0.5,1,0,1,1,41.075,6,,,
56894,Квартал в Гагаринском парке,C,2025Q4,Типовой,Другое,1,False,9,33,2757.0,83.54545454545455,2.73,3.03,False,2,2,4,3,17,True,True,0,0.5,1,0,1,1,23.1,6,,,
48842,"Микрорайон ""Теплые Края""",C,2025Q2,Комфорт,Монолит-кирпич,1,False,19,204,8240.0,40.3921568627451,2.82,2.82,True,1,5,6,3,81,False,True,0,0.5,2,0,3,3,58.33684210526315,2,,,
48854,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,19,217,10528.0,48.516129032258064,2.82,2.82,True,1,1,2,2,61,False,True,0,0.5,2,0,3,3,62.054385964912285,3,,,
48851,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,10,133,6041.0,45.421052631578945,2.82,2.82,True,2,3,5,3,65,False,True,0,0.5,2,0,2,2,48.545,3,,,
48867,"Микрорайон ""Теплые Края""",C,2024Q4,Комфорт,Монолит-кирпич,1,False,10,159,6966.0,43.81132075471698,2.82,2.82,True,2,1,3,2,54,False,True,0,0.5,2,0,2,2,58.035,3,,,
48850,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,19,232,10091.0,43.49568965517241,2.82,2.83,True,2,3,5,3,83,False,True,0,0.5,2,0,3,3,66.3438596491228,3,,,
48870,"Микрорайон ""Теплые Края""",C,2024Q4,Комфорт,Монолит-кирпич,1,False,10,129,5704.0,44.21705426356589,2.82,2.82,True,1,2,3,2,44,False,True,0,0.5,2,0,2,2,47.084999999999994,3,,,
48865,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,10,168,7580.0,45.11904761904762,2.82,2.82,True,1,3,4,3,68,False,True,0,0.5,2,0,2,2,61.31999999999999,3,,,
48869,"Микрорайон ""Теплые Края""",C,2024Q4,Комфорт,Монолит-кирпич,1,False,19,228,9962.0,43.69298245614035,2.82,2.82,True,1,2,3,2,70,False,True,0,0.5,2,0,4,4,48.9,3,,,
48872,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,17,224,10098.0,45.080357142857146,2.82,2.82,True,2,2,4,3,68,False,True,0,0.5,3,0,4,4,47.10588235294118,3,,,
48849,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,19,158,7691.0,48.677215189873415,2.82,2.82,True,2,3,5,3,69,False,True,0,0.5,2,0,2,2,67.77368421052631,3,,,
48852,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,10,158,6847.0,43.335443037974684,2.82,2.82,True,2,3,5,3,69,False,True,0,0.5,2,0,2,2,57.67,3,,,
48864,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,19,231,10971.0,47.493506493506494,2.82,2.82,True,1,3,4,3,79,False,True,0,0.5,2,0,3,3,66.0578947368421,3,,,
48866,"Микрорайон ""Теплые Края""",C,2024Q4,Комфорт,Монолит-кирпич,1,True,19,306,12574.0,41.091503267973856,2.82,2.82,True,2,1,3,2,81,False,True,0,0.5,3,0,4,4,65.62894736842105,2,,,
48855,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,10,253,11471.0,45.3399209486166,2.82,2.82,True,1,3,4,3,82,False,True,0,0.5,4,0,4,4,46.1725,3,,,
48863,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,19,235,10257.0,43.646808510638294,2.82,2.82,True,1,3,4,3,80,False,True,0,0.5,2,0,2,2,100.80263157894737,3,,,
48875,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,10,130,6286.0,48.353846153846156,2.82,2.82,True,2,2,4,3,51,False,True,0,0.5,2,0,2,2,47.45,3,,,
48856,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,19,345,16143.0,46.791304347826085,2.82,2.82,True,1,3,4,3,99,False,True,0,0.5,3,0,5,5,59.19473684210526,3,,,
48859,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,19,303,14088.0,46.495049504950494,2.82,2.82,True,3,3,6,3,91,False,True,0,0.5,3,0,3,3,86.64736842105263,2,,,
48846,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,10,49,2215.0,45.204081632653065,2.82,2.82,True,1,1,2,2,27,False,True,0,0.5,1,0,1,1,35.769999999999996,2,,,
48845,"Микрорайон ""Теплые Края""",C,2025Q2,Комфорт,Монолит-кирпич,1,False,19,238,9656.0,40.57142857142857,2.82,2.82,True,1,5,6,3,87,False,True,0,0.5,2,0,3,3,68.05964912280702,2,,,
48860,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,19,302,12773.0,42.294701986754966,2.82,2.82,True,3,3,6,3,90,False,True,0,0.5,3,0,4,4,64.77105263157895,3,,,
48853,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,10,140,6104.0,43.6,2.82,2.82,True,1,1,2,2,47,False,True,0,0.5,2,0,2,2,51.099999999999994,3,,,
48843,"Микрорайон ""Теплые Края""",C,2025Q2,Комфорт,Монолит-кирпич,1,False,10,157,6971.0,44.40127388535032,2.82,2.82,True,1,5,6,3,72,False,True,0,0.5,2,0,2,2,57.305,2,,,
48871,"Микрорайон ""Теплые Края""",C,2024Q4,Комфорт,Монолит-кирпич,1,False,19,228,9994.0,43.833333333333336,2.82,2.82,True,1,2,3,2,62,False,True,0,0.5,2,0,3,3,65.2,2,,,
48874,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,17,92,4295.0,46.68478260869565,2.82,2.82,True,2,2,4,3,44,False,True,0,0.5,1,0,2,2,38.694117647058825,3,,,
48844,"Микрорайон ""Теплые Края""",C,2025Q2,Комфорт,Монолит-кирпич,1,False,19,176,8024.0,45.59090909090909,2.82,2.82,True,1,5,6,3,75,False,True,0,0.5,2,0,3,3,50.329824561403505,3,,,
48847,"Микрорайон ""Теплые Края""",C,2025Q4,Комфорт,Монолит-кирпич,1,False,17,270,11967.0,44.32222222222222,2.82,2.82,True,1,1,2,2,68,False,True,0,0.5,3,0,4,4,56.779411764705884,2,,,
48868,"Микрорайон ""Теплые Края""",C,2024Q4,Комфорт,Монолит-кирпич,1,False,19,263,11894.0,45.22433460076046,2.82,2.82,True,1,2,3,2,76,False,True,0,0.5,3,0,4,4,56.406578947368416,3,,,
53976,Жилой комплекс СУББОТА,A,2025Q4,Комфорт,Монолит,1,False,20,329,14622.0,44.443768996960486,2.8,2.8,False,2,5,7,1,131,True,True,2,0.5,1,3,9,12,23.715416666666666,8,,,
55614,Мкр. имени Рокоссовского,B,2025Q2,Типовой,Панель,1,False,20,98,4124.0,42.08163265306123,2.7,3.05,False,3,1,4,1,86,True,True,0,0.5,1,2,0,2,42.385,5,,,
55615,Мкр. имени Рокоссовского,B,2025Q2,Типовой,Панель,1,False,20,130,6251.0,48.08461538461538,2.7,3.05,False,3,1,4,1,86,True,True,0,0.5,1,2,0,2,56.225,5,,,
55616,Мкр. имени Рокоссовского,B,2025Q2,Типовой,Панель,1,False,20,98,4131.0,42.1530612244898,2.7,3.05,False,1,1,2,1,86,True,True,0,0.5,1,2,0,2,42.385,5,,,
49724,Город оружейников.Жилой дом 19,B,2025Q1,Комфорт,Монолит-кирпич,1,False,11,218,9193.0,42.169724770642205,2.6,2.6,False,5,10,15,3,105,True,True,0,0.5,2,2,0,2,82.24545454545455,7,,,
51451,"г. Киров, ул Полевая, д. 11",C,2025Q2,Комфорт,Кирпич,0,False,15,117,4897.0,41.85470085470085,2.58,2.58,False,1,0,1,1,32,True,True,0,0.5,1,2,0,2,47.97,9,,,
